predicate,argument,role_type,reasons 1,reasons 2,reasons 3
arrest,suspect,ARG0,The PropBank ARG0 role for the predicate 'arrest' should have the properties of being the person or entity that is being arrested.,The argument 'suspect' has the properties of being the person or entity that is being arrested.,The argument 'suspect' fits the PropBank ARG0 role for the predicate 'arrest' because it is the person or entity that is being arrested.
arrest,suspect,ARG1,The PropBank ARG1 role for the predicate 'arrest' should have the properties of being the person or entity that is being arrested.,The argument 'suspect' has the properties of being the person or entity that is being arrested.,The argument 'suspect' fits the PropBank ARG1 role for the predicate 'arrest' because it is the person or entity that is being arrested.
assist,employee,ARG0,"The PropBank ARG0 role for the predicate 'assist' should have the properties of being a person or entity that is providing assistance, such as a teacher or mentor, or a tool or device that is being used to assist, such as a computer or a piece of software.","The argument 'employee' has the properties of being a person or entity that is being assisted, such as a student or a colleague.","The argument 'employee' fits the PropBank ARG0 role for the predicate 'assist' because it is the person or entity that is being assisted. In this case, the employee is the one who is receiving the assistance from the assistant."
assist,employee,ARG1,"The PropBank ARG1 role for the predicate 'assist' should have the properties of being a person or entity that is providing assistance, such as a teacher or mentor, to another person or entity, such as a student or learner.","The argument 'employee' has the properties of being a person or entity that is providing assistance, such as a teacher or mentor, to another person or entity, such as a student or learner.",The argument 'employee' fits the PropBank ARG1 role for the predicate 'assist' because it is the person or entity that is providing the assistance.
assist,grandmother,ARG0,"The PropBank ARG0 role for the predicate 'assist' should have the properties of being a person or entity that is providing assistance, such as a teacher or mentor, or a tool or device that is being used to assist, such as a computer or a piece of software.","The argument 'grandmother' has the properties of being a person, a female, and a caregiver, which are relevant to the predicate 'assist'.","The argument 'grandmother' will fit the PropBank ARG0 role for the predicate 'assist' because it is a person who is providing assistance, which is the primary function of the ARG0 role."
assist,grandmother,ARG1,"The PropBank ARG1 role for the predicate 'assist' should have the properties of being a person or entity that is providing assistance, such as a teacher or mentor, to another person or entity, such as a student or learner.","The argument 'grandmother' has the properties of being a person, a female, and a caregiver, which are relevant to the predicate 'assist'.","The argument 'grandmother' fits the PropBank ARG1 role for the predicate 'assist' because it is a person who is providing assistance to another person, which is the primary function of the ARG1 role."
assist,host,ARG0,"The PropBank ARG0 role for the predicate 'assist' should have the properties of being a person or entity that is providing assistance, such as a teacher or mentor, or a tool or device that is being used to assist, such as a computer or a piece of software.","The argument 'host' for the predicate 'assist' has the property of being the entity or person that is being assisted, such as a guest or a patient.","The argument 'host' will fit the PropBank ARG0 role for the predicate 'assist' because it is the entity or person that is being assisted, which is the primary focus of the action of assisting."
assist,host,ARG1,"The PropBank ARG1 role for the predicate 'assist' should have the properties of being a person or entity that is providing assistance, such as a teacher or mentor, to another person or entity, such as a student or learner.","The argument 'host' for the predicate 'assist' has the property of being the person or entity that is providing assistance, such as a teacher or mentor, to another person or entity, such as a student or learner.","The argument 'host' will fit the PropBank ARG1 role for the predicate 'assist' because it is the person or entity that is providing assistance, such as a teacher or mentor, to another person or entity, such as a student or learner."
assist,moron,ARG0,"The PropBank ARG0 role for the predicate 'assist' should have the properties of being a person or entity that is providing assistance, such as a teacher or mentor, or a tool or device that is being used to assist, such as a computer or a piece of software.",The argument 'moron' has the property of being a noun that refers to a person who is considered to be stupid or lacking intelligence.,"The argument 'moron' does not fit the PropBank ARG0 role for the predicate 'assist' because the role requires a person or entity that is providing assistance, while 'moron' is a derogatory term for a person who is considered to be stupid or lacking intelligence."
assist,moron,ARG1,"The PropBank ARG1 role for the predicate 'assist' should have the properties of being a person or entity that is providing assistance, such as a teacher or mentor, to another person or entity, such as a student or learner.","The argument 'moron' has the property of being a person or entity that is being assisted, rather than the person or entity providing the assistance.","The argument 'moron' does not fit the PropBank ARG1 role for the predicate 'assist' because it is not a person or entity that is providing assistance, but rather a person or entity that is being assisted. The ARG1 role is typically filled by the person or entity that is providing the assistance, such as a teacher or mentor."
attack,boxer,ARG0,"The PropBank ARG0 role for the predicate 'attack' should have the properties of being the agent of the action, causing the action to occur, and being the subject of the action.","The argument 'boxer' has the properties of being the subject of the action, the agent of the action, and the target of the action.","The argument 'boxer' will fit the PropBank ARG0 role for the predicate 'attack' because it is the subject of the action, the agent of the action, and the target of the action."
attack,boxer,ARG1,"The PropBank ARG1 role for the predicate 'attack' should have the properties of being the agent of the action, causing the action to occur, and being the subject of the action.","The argument 'boxer' has the properties of being the subject of the action, the agent of the action, and the target of the action.","The argument 'boxer' will fit the PropBank ARG1 role for the predicate 'attack' because it is the subject of the action, the agent of the action, and the target of the action."
attack,fort,ARG0,"The PropBank ARG0 role for the predicate 'attack' should have the properties of being the agent of the action, causing the action to occur, and being the subject of the action.","The argument 'fort' has the properties of being the target of the action, being the object of the action, and being the recipient of the action.","The argument 'fort' will fit the PropBank ARG0 role for the predicate 'attack' because it is the target of the action, which is the object of the action."
attack,fort,ARG1,"The PropBank ARG1 role for the predicate 'attack' should have the properties of being the agent of the action, causing the action to occur, and being the subject of the action.","The argument 'fort' has the properties of being the target of the action, being the object of the action, and being the recipient of the action.","The argument 'fort' will fit the PropBank ARG1 role for the predicate 'attack' because it is the target of the action, which is the object of the action."
attack,infantry,ARG0,"The PropBank ARG0 role for the predicate 'attack' should have the properties of being the agent of the action, causing the action to occur, and being the subject of the action.","The argument 'infantry' has the properties of being a type of military unit, being a specific type of attacker, and being the subject of the action.",The argument 'infantry' will fit the PropBank ARG0 role for the predicate 'attack' because it is a type of military unit that is capable of carrying out an attack.
attack,infantry,ARG1,"The PropBank ARG1 role for the predicate 'attack' should have the properties of being the agent of the action, causing the action to occur, and being the subject of the action.","The argument 'infantry' has the properties of being a type of military unit, being a specific type of attacker, and being the subject of the action.",The argument 'infantry' will fit the PropBank ARG1 role for the predicate 'attack' because it is a type of military unit that is capable of carrying out an attack.
attack,opinion,ARG0,"The PropBank ARG0 role for the predicate 'attack' should have the properties of being the agent of the action, causing the action to occur, and being the subject of the action.","The argument 'opinion' has the property of being the object of the action, which is the target of the attack.","The argument 'opinion' will fit the PropBank ARG0 role for the predicate 'attack' because it is the object of the action, which is the target of the attack. In this case, the opinion is the thing that is being attacked or attacked upon."
attack,opinion,ARG1,"The PropBank ARG1 role for the predicate 'attack' should have the properties of being the agent of the action, causing the action to occur, and being the subject of the action.","The argument 'opinion' has the property of being the object of the action, which is the target of the attack.","The argument 'opinion' will fit the PropBank ARG1 role for the predicate 'attack' because it is the object of the action, which is the target of the attack. In this case, the opinion is the thing that is being attacked or criticized."
attack,pacifist,ARG0,"The PropBank ARG0 role for the predicate 'attack' should have the properties of being the agent of the action, causing the action to occur, and being the subject of the action.","The argument 'pacifist' has the property of being a non-violent person, which is relevant to the predicate 'attack' because it suggests that the person is not willing to engage in violent behavior.","The argument 'pacifist' will not fit the PropBank ARG0 role for the predicate 'attack' because the role requires a person who is the agent of the action, causing the action to occur, and is the subject of the action. A pacifist is not typically seen as an agent of an attack, as they are not actively engaging in violence."
attack,pacifist,ARG1,"The PropBank ARG1 role for the predicate 'attack' should have the properties of being the agent of the action, causing the action to occur, and being the subject of the action.","The argument 'pacifist' has the property of being a non-violent person, which is relevant to the predicate 'attack' because it suggests that the person is not willing to engage in violent behavior.","The argument 'pacifist' will not fit the PropBank ARG1 role for the predicate 'attack' because a pacifist is not typically associated with violence or aggression, and therefore would not be a suitable candidate for the role of the agent of the action."
attack,troops,ARG0,"The PropBank ARG0 role for the predicate 'attack' should have the properties of being the agent of the action, causing the action to occur, and being the subject of the action.","The argument 'troops' has the properties of being the object of the action, being the target of the action, and being the entity that is affected by the action.","The argument 'troops' will fit the PropBank ARG0 role for the predicate 'attack' because it is the entity that is being attacked or attacked by the action. In this case, the argument 'troops' is the object of the action, and it is the entity that is affected by the action."
attack,troops,ARG1,"The PropBank ARG1 role for the predicate 'attack' should have the properties of being the agent of the action, causing the action to occur, and being the subject of the action.","The argument 'troops' has the properties of being the object of the action, being the target of the action, and being the entity that is affected by the action.",The argument 'troops' will fit the PropBank ARG1 role for the predicate 'attack' because it is the entity that is being attacked or attacked by the action.
audit,accountant,ARG0,"The PropBank ARG0 role for the predicate 'audit' should have the properties of being a subject or a patient, as it is the entity that is being audited.","The argument 'accountant' has the properties of being a subject or a patient, as it is the entity that is being audited by the predicate 'audit'.","The argument 'accountant' will fit the PropBank ARG0 role for the predicate 'audit' because it is the entity that is being audited. The ARG0 role is typically used for the subject or patient of a verb, and in this case, the accountant is the entity that is being audited by the audit process."
audit,accountant,ARG1,The PropBank ARG1 role for the predicate 'audit' should have the properties of being a noun or a pronoun that refers to the entity or entities being audited.,The argument 'accountant' has the properties of being a noun or a pronoun that refers to the entity or entities being audited.,The argument 'accountant' fits the PropBank ARG1 role for the predicate 'audit' because it is a noun or a pronoun that refers to the entity or entities being audited.
audit,businessman,ARG0,"The PropBank ARG0 role for the predicate 'audit' should have the properties of being a subject or a patient, as it is the entity that is being audited.","The argument 'businessman' has the properties of being a subject or a patient, as it is the entity that is being audited in the predicate 'audit'.",The argument 'businessman' will fit the PropBank ARG0 role for the predicate 'audit' because it is the subject of the sentence and is being audited.
audit,businessman,ARG1,The PropBank ARG1 role for the predicate 'audit' should have the properties of being a noun or a pronoun that refers to the entity or entities being audited.,The argument 'businessman' has the properties of being a noun or a pronoun that refers to the entity or entities being audited.,The argument 'businessman' fits the PropBank ARG1 role for the predicate 'audit' because it is a noun or a pronoun that refers to the entity or entities being audited.
audit,citizen,ARG0,"The PropBank ARG0 role for the predicate 'audit' should have the properties of being a subject or a patient, as it is the entity that is being audited.","The argument 'citizen' has the properties of being a subject or a patient, as it is the entity that is being audited by the predicate 'audit'.","The argument 'citizen' will fit the PropBank ARG0 role for the predicate 'audit' because it is the entity that is being audited. The ARG0 role is typically used for the subject or patient of a verb, and in this case, the citizen is the entity that is being audited by the government."
audit,citizen,ARG1,The PropBank ARG1 role for the predicate 'audit' should have the properties of being a noun or a pronoun that refers to the entity or entities being audited.,The argument 'citizen' has the properties of being a noun or pronoun that refers to the entity or entities being audited.,The argument 'citizen' fits the PropBank ARG1 role for the predicate 'audit' because it is a noun or pronoun that refers to the entity or entities being audited.
audit,corporation,ARG0,"The PropBank ARG0 role for the predicate 'audit' should have the properties of being a subject or a patient, as it is the entity that is being audited.","The argument 'corporation' has the properties of being a subject or a patient, as it is the entity that is being audited by the predicate 'audit'.","The argument 'corporation' will fit the PropBank ARG0 role for the predicate 'audit' because it is the entity that is being audited. The ARG0 role is typically used for the subject or patient of a verb, and in this case, the corporation is the entity that is being audited by the audit."
audit,corporation,ARG1,The PropBank ARG1 role for the predicate 'audit' should have the properties of being a noun or a pronoun that refers to the entity or entities being audited.,The argument 'corporation' has the properties of being a noun or a pronoun that refers to the entity or entities being audited.,The argument 'corporation' will fit the PropBank ARG1 role for the predicate 'audit' because it is a noun or a pronoun that refers to the entity or entities being audited.
audit,government,ARG0,"The PropBank ARG0 role for the predicate 'audit' should have the properties of being a subject or a patient, as it is the entity that is being audited.","The argument 'government' has the properties of being a subject or a patient, as it is the entity that is being audited by the predicate 'audit'.","The argument 'government' will fit the PropBank ARG0 role for the predicate 'audit' because it is the entity that is being audited. The ARG0 role is typically used for the subject or patient of a verb, and in this case, the government is the entity that is being audited by the audit."
audit,government,ARG1,The PropBank ARG1 role for the predicate 'audit' should have the properties of being a noun or a pronoun that refers to the entity or entities being audited.,The argument 'government' has the properties of being a noun or a pronoun that refers to the entity or entities being audited.,The argument 'government' fits the PropBank ARG1 role for the predicate 'audit' because it is a noun or a pronoun that refers to the entity or entities being audited.
audit,taxpayer,ARG0,"The PropBank ARG0 role for the predicate 'audit' should have the properties of being a subject or a patient, as it is the entity that is being audited.","The argument 'taxpayer' has the properties of being a subject or a patient, as it is the entity that is being audited by the predicate 'audit'.","The argument 'taxpayer' will fit the PropBank ARG0 role for the predicate 'audit' because it is the entity that is being audited. The ARG0 role is typically used for the subject or patient of a verb, and in this case, the taxpayer is the entity that is being audited by the government."
audit,taxpayer,ARG1,The PropBank ARG1 role for the predicate 'audit' should have the properties of being a noun or a pronoun that refers to the entity or entities being audited.,The argument 'taxpayer' has the properties of being a noun or pronoun that refers to the entity or entities being audited.,The argument 'taxpayer' fits the PropBank ARG1 role for the predicate 'audit' because it is a noun or pronoun that refers to the entity or entities being audited.
beat,bully,ARG0,"The PropBank ARG0 role for the predicate 'beat' should have the properties of being a subject or a patient, as it is the entity that is performing the action of beating.","The argument 'bully' has the properties of being a subject or a patient, as it is the entity that is performing the action of beating.",The argument 'bully' will fit the PropBank ARG0 role for the predicate 'beat' because it is the entity that is performing the action of beating.
beat,bully,ARG1,"The PropBank ARG1 role for the predicate 'beat' should have the properties of being a physical entity, such as a person, object, or animal, that is capable of performing the action of beating. This could include a wide range of entities, such as a fist, a drum, a baseball bat, or even a person's heartbeat.","The argument 'bully' has the properties of being a physical entity, such as a person, object, or animal, that is capable of performing the action of beating. It also has the property of being a noun, as it is a person or thing that is being beaten.","The argument 'bully' fits the PropBank ARG1 role for the predicate 'beat' because it is a physical entity that is capable of performing the action of beating. The ARG1 role is typically filled by the entity that is performing the action, and in this case, the bully is the entity that is beating the other person."
beat,egg,ARG0,"The PropBank ARG0 role for the predicate 'beat' should have the properties of being a subject or a patient, as it is the entity that is performing the action of beating.","The argument 'egg' has the properties of being a patient, as it is the entity that is being acted upon by the action of beating.","The argument 'egg' will fit the PropBank ARG0 role for the predicate 'beat' because it is the entity that is being acted upon by the action of beating. In other words, the egg is the patient of the action of beating."
beat,egg,ARG1,"The PropBank ARG1 role for the predicate 'beat' should have the properties of being a physical entity, such as a person, object, or animal, that is capable of performing the action of beating. This could include a wide range of entities, such as a fist, a drum, a baseball bat, or even a person's heartbeat.","The argument 'egg' has the properties of being a physical entity, such as a food item, that can be beaten or broken.","The argument 'egg' will fit the PropBank ARG1 role for the predicate 'beat' because it is a physical entity that can be beaten or broken. The ARG1 role is typically used for the subject of the action, and in this case, the egg is the subject of the action of being beaten."
beat,parent,ARG0,"The PropBank ARG0 role for the predicate 'beat' should have the properties of being a subject or a patient, as it is the entity that is performing the action of beating.","The argument 'parent' has the properties of being a subject or a patient, as it is the entity that is performing the action of beating.",The argument 'parent' will fit the PropBank ARG0 role for the predicate 'beat' because it is the entity that is performing the action of beating.
beat,parent,ARG1,"The PropBank ARG1 role for the predicate 'beat' should have the properties of being a physical entity, such as a person, object, or animal, that is capable of performing the action of beating. This could include a wide range of entities, such as a fist, a drum, a baseball bat, or even a person's heartbeat.","The argument 'parent' has the properties of being a noun, a person, and a family member, which are relevant to the predicate 'beat'.","The argument 'parent' fits the PropBank ARG1 role for the predicate 'beat' because it is a noun that refers to a person or a family member, which is a relevant category for the predicate 'beat'."
beat,wimp,ARG0,"The PropBank ARG0 role for the predicate 'beat' should have the properties of being a subject or a patient, as it is the entity that is performing the action of beating.","The argument 'wimp' has the property of being a noun, as it is a noun that is being used as the subject of the predicate 'beat'.","The argument 'wimp' will fit the PropBank ARG0 role for the predicate 'beat' because it is a noun that is being used as the subject of the predicate, which is the role that ARG0 represents."
beat,wimp,ARG1,"The PropBank ARG1 role for the predicate 'beat' should have the properties of being a physical entity, such as a person, object, or animal, that is capable of performing the action of beating. This could include a wide range of entities, such as a fist, a drum, a baseball bat, or even a person's heartbeat.","The argument 'wimp' has the property of being a noun that refers to something that is weak or ineffective, often used to describe a person or thing that is not strong or capable of achieving its goals.","The argument 'wimp' does not fit the PropBank ARG1 role for the predicate 'beat' because the word 'wimp' does not refer to a physical entity that can perform the action of beating. The ARG1 role is typically filled by a noun or pronoun that refers to the entity that is performing the action, and 'wimp' does not fit this criteria."
betray,liar,ARG0,"The PropBank ARG0 role for the predicate 'betray' should have the following properties:- The argument should be a person or group that is being betrayed.- The argument should be the subject of the sentence.- The argument should be the focus of the sentence.- The argument should be the main actor in the sentence.- The argument should be the central theme of the sentence.For example, in the sentence 'The spy betrayed his country,' the argument 'his country' has the PropBank ARG0 role because it is the person or group that is being betrayed, it is the subject of the sentence, it is the focus of the sentence, it is the main actor in the sentence, and it is the central theme of the sentence.","The argument 'liar' has the following relevant properties for the predicate 'betray': it is a person or group that is being betrayed, it is the subject of the sentence, it is the focus of the sentence, it is the main actor in the sentence, and it is the central theme of the sentence.","The argument 'liar' will fit the PropBank ARG0 role for the predicate 'betray' because it is a person or group that is being betrayed, it is the subject of the sentence, it is the focus of the sentence, it is the main actor in the sentence, and it is the central theme of the sentence."
betray,liar,ARG1,The PropBank ARG1 role for the predicate 'betray' should have the properties of being a 'patient' and 'agent'.,The argument 'liar' has the property of being a 'patient' in the predicate 'betray'.,"The argument 'liar' will fit the PropBank ARG1 role for the predicate 'betray' because it is the person or thing that is being betrayed. In this case, the liar is the person who is being betrayed by the other person."
betray,partner,ARG0,"The PropBank ARG0 role for the predicate 'betray' should have the following properties:- The argument should be a person or group that is being betrayed.- The argument should be the subject of the sentence.- The argument should be the focus of the sentence.- The argument should be the main actor in the sentence.- The argument should be the central theme of the sentence.For example, in the sentence 'The spy betrayed his country,' the argument 'his country' has the PropBank ARG0 role because it is the person or group that is being betrayed, it is the subject of the sentence, it is the focus of the sentence, it is the main actor in the sentence, and it is the central theme of the sentence.","The argument 'partner' has the following relevant properties for the predicate 'betray': it is the person or group that is being betrayed, it is the subject of the sentence, it is the focus of the sentence, it is the main actor in the sentence, and it is the central theme of the sentence.","The argument 'partner' will fit the PropBank ARG0 role for the predicate 'betray' because it is the person or group that is being betrayed, it is the subject of the sentence, it is the focus of the sentence, it is the main actor in the sentence, and it is the central theme of the sentence."
betray,partner,ARG1,The PropBank ARG1 role for the predicate 'betray' should have the properties of being a 'patient' and 'agent'.,The argument 'partner' has the properties of being a 'patient' and 'agent' for the predicate 'betray'.,The argument 'partner' will fit the PropBank ARG1 role for the predicate 'betray' because it is the person or thing that is being betrayed.
betray,wife,ARG0,"The PropBank ARG0 role for the predicate 'betray' should have the following properties:- The argument should be a person or group that is being betrayed.- The argument should be the subject of the sentence.- The argument should be the focus of the sentence.- The argument should be the main actor in the sentence.- The argument should be the central theme of the sentence.For example, in the sentence 'The spy betrayed his country,' the argument 'his country' has the PropBank ARG0 role because it is the person or group that is being betrayed, it is the subject of the sentence, it is the focus of the sentence, it is the main actor in the sentence, and it is the central theme of the sentence.","The argument 'wife' has the following relevant properties for the predicate 'betray': it is the subject of the sentence, it is the focus of the sentence, it is the main actor in the sentence, and it is the central theme of the sentence.","The argument 'wife' will fit the PropBank ARG0 role for the predicate 'betray' because it is the subject of the sentence, it is the focus of the sentence, it is the main actor in the sentence, and it is the central theme of the sentence."
betray,wife,ARG1,The PropBank ARG1 role for the predicate 'betray' should have the properties of being a 'patient' and 'agent'.,The argument 'wife' has the properties of being a 'patient' and 'agent' for the predicate 'betray'.,"The argument 'wife' will fit the PropBank ARG1 role for the predicate 'betray' because it is the person or thing that is being betrayed. In this case, the wife is the patient of the betrayal, and the agent is the person or thing that is doing the betraying."
blame,skydiver,ARG0,"The PropBank ARG0 role for the predicate 'blame' should have the properties of being the person or entity that is being blamed, and the argument should be the thing or action that is being blamed for.",The argument 'skydiver' has the property of being a person or entity that is being blamed for something.,The argument 'skydiver' will fit the PropBank ARG0 role for the predicate 'blame' because it is the person or entity that is being blamed for something.
blame,skydiver,ARG1,"The PropBank ARG1 role for the predicate 'blame' should have the properties of being the person or entity that is being blamed, and the argument should be a noun phrase that describes the action or behavior that is being blamed.","The argument 'skydiver' has the property of being a noun, and it is a person or entity that is being blamed.","The argument 'skydiver' fits the PropBank ARG1 role for the predicate 'blame' because it is the person or entity that is being blamed for the action or behavior that is being described. In this case, the skydiver is being blamed for the accident that occurred during the skydiving activity."
blame,student,ARG0,"The PropBank ARG0 role for the predicate 'blame' should have the properties of being the person or entity that is being blamed, and the argument should be the thing or action that is being blamed for.","The argument 'student' has the properties of being the person or entity that is being blamed, and the predicate 'blame' has the properties of being the action or event that is being blamed for.",The argument 'student' will fit the PropBank ARG0 role for the predicate 'blame' because the student is the person or entity that is being blamed for the action or event being described by the predicate.
blame,student,ARG1,"The PropBank ARG1 role for the predicate 'blame' should have the properties of being the person or entity that is being blamed, and the argument should be a noun phrase that describes the action or behavior that is being blamed.","The argument 'student' has the properties of being the person or entity that is being blamed, and the argument should be a noun phrase that describes the action or behavior that is being blamed.","The argument 'student' fits the PropBank ARG1 role for the predicate 'blame' because it is the person or entity that is being blamed for the action or behavior that is being described. In other words, the student is the one who is being blamed for the wrongdoing or misbehavior."
blame,weatherman,ARG0,"The PropBank ARG0 role for the predicate 'blame' should have the properties of being the person or entity that is being blamed, and the argument should be the thing or action that is being blamed for.","The argument 'weatherman' has the properties of being a person or entity that is being blamed, and the predicate 'blame' is the action of blaming someone or something.",The argument 'weatherman' will fit the PropBank ARG0 role for the predicate 'blame' because it is the person or entity that is being blamed for the weather conditions.
blame,weatherman,ARG1,"The PropBank ARG1 role for the predicate 'blame' should have the properties of being the person or entity that is being blamed, and the argument should be a noun phrase that describes the action or behavior that is being blamed.","The argument 'weatherman' has the properties of being a noun phrase that describes the person or entity being blamed, and it is relevant to the predicate 'blame' because it is the person or entity that is being blamed.",The argument 'weatherman' will fit the PropBank ARG1 role for the predicate 'blame' because it is the person or entity that is being blamed for the weather conditions.
blame,writer,ARG0,"The PropBank ARG0 role for the predicate 'blame' should have the properties of being the person or entity that is being blamed, and the argument should be the thing or action that is being blamed for.",The argument 'writer' has the property of being the person or entity that is being blamed for the action or thing being blamed.,"The argument 'writer' fits the PropBank ARG0 role for the predicate 'blame' because it is the person or entity that is being blamed for the action or thing being blamed. In other words, the writer is the one who is being blamed for the mistake or error."
blame,writer,ARG1,"The PropBank ARG1 role for the predicate 'blame' should have the properties of being the person or entity that is being blamed, and the argument should be a noun phrase that describes the action or behavior that is being blamed.","The argument 'writer' has the properties of being a noun phrase that describes the person or entity that is being blamed, and is relevant to the predicate 'blame'.","The argument 'writer' fits the PropBank ARG1 role for the predicate 'blame' because it is a noun phrase that describes the person or entity that is being blamed. The ARG1 role is typically used for the person or entity that is being blamed or criticized, and the argument 'writer' fits this role because it is a noun phrase that describes the person or entity that is being blamed."
bother,mechanic,ARG0,"The PropBank ARG0 role for the predicate 'bother' should have the following properties:- The argument should be a noun or a pronoun that refers to the person or thing that is causing the problem or inconvenience.- The argument should be in the nominative case, indicating that it is the subject of the sentence.- The argument should be in the singular form, indicating that it is a single person or thing that is causing the problem or inconvenience.For example, in the sentence 'The noise is bothering me,' the argument 'noise' has the PropBank ARG0 role because it is the person or thing that is causing the problem or inconvenience. The argument is in the nominative case and is in the singular form, indicating that it is a single person or thing that is causing the problem or inconvenience.","The argument 'mechanic' has the following relevant properties for the predicate 'bother': it is a noun, it is in the nominative case, and it is in the singular form. These properties indicate that the argument is the person or thing that is causing the problem or inconvenience.",The argument 'mechanic' will fit the PropBank ARG0 role for the predicate 'bother' because it is a noun in the nominative case and is in the singular form. This indicates that the mechanic is the person or thing that is causing the problem or inconvenience.
bother,mechanic,ARG1,"The PropBank ARG1 role for the predicate 'bother' should have the properties of being a noun or pronoun that is the object of the verb, and being the person or thing that is causing the trouble or discomfort.","The argument 'mechanic' has the properties of being a noun or pronoun that is the object of the verb 'bother', and being the person or thing that is causing the trouble or discomfort.",The argument 'mechanic' fits the PropBank ARG1 role for the predicate 'bother' because it is the person or thing that is causing the trouble or discomfort.
bother,receptionist,ARG0,"The PropBank ARG0 role for the predicate 'bother' should have the following properties:- The argument should be a noun or a pronoun that refers to the person or thing that is causing the problem or inconvenience.- The argument should be in the nominative case, indicating that it is the subject of the sentence.- The argument should be in the singular form, indicating that it is a single person or thing that is causing the problem or inconvenience.For example, in the sentence 'The noise is bothering me,' the argument 'noise' has the PropBank ARG0 role because it is the person or thing that is causing the problem or inconvenience. The argument is in the nominative case and is in the singular form, indicating that it is a single person or thing that is causing the problem or inconvenience.","The argument 'receptionist' has the following relevant properties for the predicate 'bother': it is a noun, it is in the nominative case, and it is in the singular form. These properties indicate that the argument is the person or thing that is causing the problem or inconvenience.","The argument 'receptionist' will fit the PropBank ARG0 role for the predicate 'bother' because it is a noun in the nominative case and is in the singular form. This indicates that the argument is the person or thing that is causing the problem or inconvenience. Therefore, the argument 'receptionist' will have the PropBank ARG0 role for the predicate 'bother'."
bother,receptionist,ARG1,"The PropBank ARG1 role for the predicate 'bother' should have the properties of being a noun or pronoun that is the object of the verb, and being the person or thing that is causing the trouble or discomfort.","The argument 'receptionist' has the properties of being a noun or pronoun, and being the object of the verb 'bother'.",The argument 'receptionist' fits the PropBank ARG1 role for the predicate 'bother' because it is the person or thing that is causing the trouble or discomfort.
break,child,ARG0,"The PropBank ARG0 role for the predicate 'break' should have the properties of being a physical entity that can be broken, such as a piece of glass or a toy. The entity should be able to be broken into smaller pieces or be destroyed completely, and the breaking process should be a physical action that can be observed or experienced.","The argument 'child' has the properties of being a living being, being vulnerable to harm, and being capable of experiencing emotions such as fear or sadness upon being broken.","The argument 'child' will not fit the PropBank ARG0 role for the predicate 'break' because the ARG0 role is typically associated with a physical entity that can be broken, such as a piece of glass or a toy. A child is not a physical entity and does not have the properties of being broken. Therefore, the argument 'child' would not be a suitable candidate for the ARG0 role in this context."
break,child,ARG1,"The PropBank ARG1 role for the predicate 'break' should have the properties of being a physical entity that can be broken, such as a glass, a vase, or a piece of furniture.","The argument 'child' has the properties of being a living being, a human being, and a child. It is also a physical entity that can be broken, as it is a human being that can be injured or harmed.","The argument 'child' will fit the PropBank ARG1 role for the predicate 'break' because it is a physical entity that can be broken, and it is a living being that can be injured or harmed. The argument 'child' is a human being that can be injured or harmed, and it is a physical entity that can be broken. Therefore, the argument 'child' fits the PropBank ARG1 role for the predicate 'break'."
break,horse,ARG0,"The PropBank ARG0 role for the predicate 'break' should have the properties of being a physical entity that can be broken, such as a piece of glass or a toy. The entity should be able to be broken into smaller pieces or be destroyed completely, and the breaking process should be a physical action that can be observed or experienced.","The argument 'horse' has the properties of being a living entity, a mammal, and a quadruped, which are relevant to the predicate 'break'.","The argument 'horse' will not fit the PropBank ARG0 role for the predicate 'break' because the ARG0 role is typically used for entities that can be broken, such as objects or tools, but a horse is a living entity and not a physical object that can be broken."
break,horse,ARG1,"The PropBank ARG1 role for the predicate 'break' should have the properties of being a physical entity that can be broken, such as a glass, a vase, or a piece of furniture.","The argument 'horse' has the properties of being a living creature, having a physical body, and being capable of movement.","The argument 'horse' will not fit the PropBank ARG1 role for the predicate 'break' because the role requires a physical entity that can be broken, and a horse is not a physical entity that can be broken. The horse is a living creature that can move and perform other actions, but it is not a physical entity that can be broken. Therefore, the argument 'horse' does not fit the PropBank ARG1 role for the predicate 'break'."
break,vase,ARG0,"The PropBank ARG0 role for the predicate 'break' should have the properties of being a physical entity that can be broken, such as a piece of glass or a toy. The entity should be able to be broken into smaller pieces or be destroyed completely, and the breaking process should be a physical action that can be observed or experienced.","The argument 'vase' has the properties of being a physical object that can be broken, such as a piece of glass or a toy. It should be able to be broken into smaller pieces or be destroyed completely, and the breaking process should be a physical action that can be observed or experienced.","The argument 'vase' will fit the PropBank ARG0 role for the predicate 'break' because it is a physical object that can be broken, and the breaking process is a physical action that can be observed or experienced. The vase can be broken into smaller pieces or be destroyed completely, and the breaking process is a physical action that can be observed or experienced. Therefore, the argument 'vase' fits the PropBank ARG0 role for the predicate 'break'."
break,vase,ARG1,"The PropBank ARG1 role for the predicate 'break' should have the properties of being a physical entity that can be broken, such as a glass, a vase, or a piece of furniture.","The argument 'vase' has the properties of being a physical entity that can be broken, such as a glass, a vase, or a piece of furniture.","The argument 'vase' fits the PropBank ARG1 role for the predicate 'break' because it is a physical entity that can be broken, which is the intended meaning of the predicate. The vase is a common object that can be broken, and the predicate 'break' is used to describe the act of breaking it. Therefore, the argument 'vase' is a suitable fit for the PropBank ARG1 role for the predicate 'break'."
