predicate,argument,role_type,reasons 1,reasons 2,reasons 3
cure,veterinarian,ARG0,"The ARG0 of 'cure' typically refers to the agent or cause that performs the action of curing, such as a doctor, medicine, or treatment method.","The argument 'veterinarian' has the properties of being an agent capable of performing the action of curing, specifically in the context of animals. This aligns with the expected role of ARG0 for the predicate 'cure', indicating an entity that can administer treatment or remedies.","The argument 'veterinarian' fits very well into the PropBank ARG0 role for the predicate 'cure', as it embodies the agentive properties required for an entity to perform the action of curing, specifically within the context of treating animals."
cure,veterinarian,ARG1,"The ARG1 role for the predicate 'cure' typically refers to the entity that is being cured, which is usually a patient or a disease/condition. Therefore, the properties should include being animate or inanimate, depending on whether the focus is on the patient or the disease, and being capable of experiencing a change of state from being ill or affected to being healthy or unaffected.","The argument 'veterinarian' has the properties of being animate, professional, and capable of performing actions, specifically related to curing animals. However, as an ARG1 of 'cure', it does not fit well since ARG1 typically refers to the entity being cured rather than the agent doing the curing.","The argument 'veterinarian' does not fit well as the PropBank ARG1 role for the predicate 'cure', as ARG1 is expected to be the entity being cured, not the agent performing the cure."
describe,boy,ARG0,"describer, speaker, writer",entity being described,"The argument 'boy' does not fit the PropBank ARG0 role for the predicate 'describe', as ARG0 should be the describer, speaker, or writer, not the entity being described."
describe,boy,ARG1,"entity, event, or state that is being described",entity being described,"The argument 'boy' fits well as the PropBank ARG1 role for the predicate 'describe', as it is an entity that can be described."
describe,cashier,ARG0,"describer, speaker, writer","potential describer, speaker, writer","Good fit as a potential describer, speaker, writer"
describe,cashier,ARG1,The entity being described or talked about,"The argument 'cashier' can serve as the entity being described, fitting the role of the subject or topic of the description.","The argument 'cashier' fits well as PropBank ARG1 for the predicate 'describe', as it can effectively serve as the entity being described."
describe,explorer,ARG0,"describer, speaker, writer","potential describer, observer, reporter","Good fit as ARG0, since an explorer can act as a describer, observer, or reporter, aligning well with the expected properties of the ARG0 role for 'describe'."
describe,explorer,ARG1,The entity being described or talked about,"The argument 'explorer' has the properties of being an entity capable of being described, potentially including characteristics, achievements, experiences, or historical significance.","The argument 'explorer' fits well into the PropBank ARG1 role for the predicate 'describe' as it represents the entity that is being described, aligning with the expected properties of ARG1 for this predicate."
describe,necklace,ARG0,"describer, speaker, writer",object being described,"The argument 'necklace' does not fit the PropBank ARG0 role for the predicate 'describe', as ARG0 should be the describer, speaker, or writer, not the object being described."
describe,necklace,ARG1,The entity being described or talked about,"The argument 'necklace' serves as the entity being described, focusing on its characteristics such as material, design, color, and any unique features.","The argument 'necklace' fits well into the PropBank ARG1 role for the predicate 'describe', as it is the entity being described, aligning with the expected properties of ARG1 for this predicate."
describe,person,ARG0,"describer, speaker, writer",entity being described,"Poor fit. ARG0 for 'describe' should be the describer, not the entity being described."
describe,person,ARG1,The entity being described or talked about,"The argument 'person' has the properties of being an animate entity, capable of possessing various attributes such as physical appearance, personality traits, behaviors, and roles or relationships that can be described.","The argument 'person' fits very well into the PropBank ARG1 role for the predicate 'describe', as ARG1 typically represents the entity being described, which aligns with the properties of 'person'."
desert,infant,ARG0,agent or cause that deserts,entity being deserted,Poor fit. 'Infant' does not align with the typical agent or cause properties of ARG0 for 'desert'; it is more likely to fit a role as the entity being deserted.
desert,infant,ARG1,entity that is deserted or abandoned,"The argument 'infant' has the properties of being a sentient being, vulnerable, and capable of being deserted or abandoned, fitting the role of an entity that can be the subject of desertion.","The argument 'infant' fits very well into the PropBank ARG1 role for the predicate 'desert', as it embodies the characteristics of an entity that can be deserted or abandoned, specifically highlighting the aspect of vulnerability and dependence, which are central to the semantic implications of desertion."
desert,turtle,ARG0,"agent who deserts, abandons, or leaves behind","unlikely agent, as turtles lack the agency typically required for the action implied by 'desert'","Poor fit, as 'turtle' lacks the agency typically associated with the ARG0 role of 'desert'"
desert,turtle,ARG1,entity that is deserted or abandoned,"The argument 'turtle' does not inherently possess properties relevant to being deserted or abandoned, as it is a type of animal and not an entity typically associated with the action of deserting or being deserted.","Poorly, as 'turtle' does not naturally fit the expected properties of an entity being deserted or abandoned in the context of the predicate 'desert'."
desert,wife,ARG0,"agent that deserts, abandoner","entity being deserted, abandoned party",Poor fit. The 'wife' as described fits better as an ARG1 (entity being deserted) rather than an ARG0 (agent that deserts).
desert,wife,ARG1,entity that is deserted or abandoned,"The argument 'wife' has the property of being an entity that can be deserted or abandoned, fitting the role of someone who can be left by another, typically in a context implying neglect or abandonment of responsibilities or duties.","The argument 'wife' fits well into the PropBank ARG1 role for the predicate 'desert', as it embodies the entity that is being deserted or abandoned, aligning with the expected semantic role of a person or entity subjected to the action of being left or forsaken."
devour,carrot,ARG0,"The PropBank ARG0 role for the predicate 'devour' should have properties indicating an agent or entity that is consuming something, typically with eagerness or in large amounts. This agent is usually animate, such as a person, animal, or any entity capable of the act of devouring.","The argument 'carrot' has properties indicating it is an object or entity being consumed. It is typically inanimate, edible, and can be devoured by an animate agent such as a person or animal.","The argument 'carrot' does not fit the PropBank ARG0 role for the predicate 'devour' because ARG0 is meant for the agent doing the devouring, not the object being devoured."
devour,carrot,ARG1,"The ARG1 of 'devour' typically refers to the entity that is consuming something, usually with eagerness or in a voracious manner. This entity is often animate, such as a person or an animal.","The argument 'carrot' is an entity that can be consumed, typically by an animate being such as a person or an animal. It is suitable as the object of consumption in the context of 'devour'.","The argument 'carrot' does not fit the PropBank ARG1 role for the predicate 'devour' because ARG1 should be the entity doing the devouring, not the entity being devoured."
devour,cookie,ARG0,"The PropBank ARG0 role for the predicate 'devour' should have properties indicating an agent or entity that is performing the action of devouring. This could be a person, animal, or any entity capable of consuming something with great eagerness or in a voracious manner.","The argument 'cookie' has properties indicating it is an entity that can be consumed or eaten, typically by the agent performing the action of devouring. It is an object of the devouring action.","The argument 'cookie' does not fit the PropBank ARG0 role for the predicate 'devour' because ARG0 is typically the agent performing the action, whereas 'cookie' is the entity being consumed, making it more suitable for an ARG1 role."
devour,cookie,ARG1,"The ARG1 of 'devour' typically refers to the entity doing the devouring, usually an animate being, such as a person or an animal.","The argument 'cookie' is typically the entity being devoured, fitting the role of ARG2 in the context of the predicate 'devour', indicating the thing that is eaten.","The argument 'cookie' does not fit the PropBank ARG1 role for the predicate 'devour' because ARG1 is typically the entity doing the devouring, not the entity being devoured."
devour,fish,ARG0,"The PropBank ARG0 role for the predicate 'devour' should have properties indicating an agent or entity that is performing the action of consuming something, typically with eagerness or in a comprehensive manner. This agent is usually animate, such as a person, animal, or any entity capable of eating or consuming.","The argument 'fish' has properties indicating it is the entity being consumed. It is typically inanimate, edible, and can serve as food for the agent performing the action of devouring.","The argument 'fish' does not fit the PropBank ARG0 role for the predicate 'devour' because ARG0 is expected to be the agent performing the action of devouring, whereas 'fish' is more appropriately characterized as the entity being devoured, fitting a role like ARG1, which is typically the patient or theme of the action."
devour,fish,ARG1,"The ARG1 of 'devour' typically refers to the entity doing the devouring, usually an animate being such as a person or an animal.","The argument 'fish' can be an entity that is being devoured, fitting the role of something consumed, typically by an animate being. It does not inherently possess properties of the devourer (ARG1), but rather fits as the entity being consumed (ARG2) in the context of 'devour'.","The argument 'fish' does not fit well as PropBank ARG1 for the predicate 'devour' because ARG1 is typically the entity doing the devouring, and 'fish' is more naturally the entity being devoured (ARG2)."
devour,glutton,ARG0,"The ARG0 of 'devour' typically refers to the entity doing the devouring, usually an animate agent such as a person, animal, or any entity capable of eating or consuming something with eagerness or in a voracious manner.","The argument 'glutton' refers to an entity characterized by excessive eating or drinking. It implies an animate, often human, agent with a strong propensity or behavior towards consuming food or drink in large quantities, which aligns well with the action described by 'devour'.","The argument 'glutton' fits well with the PropBank ARG0 role for the predicate 'devour', as it describes an animate agent with a propensity for consuming in large quantities, which is semantically aligned with the action of devouring."
devour,glutton,ARG1,"The ARG1 of 'devour' typically refers to the entity doing the devouring, usually an animate being, such as a person or an animal.","The argument 'glutton' refers to an entity characterized by excessive eating or drinking. It implies an animate being, capable of performing the action of devouring, fitting the expected properties of an agent in the context of the predicate 'devour'.","The argument 'glutton' fits well with the PropBank ARG1 role for the predicate 'devour', as it describes an animate being capable of performing the action, aligning with the expected properties of an agent in this context."
devour,goose,ARG0,"The PropBank ARG0 role for the predicate 'devour' should have properties indicating an agent or entity that is performing the action of devouring. This could be a person, animal, or any entity capable of consuming something in a figurative or literal sense.","The argument 'goose' has properties indicating it is an entity that can be consumed or affected by the action of devouring, typically serving as the object of consumption.","The argument 'goose' does not fit the PropBank ARG0 role for the predicate 'devour' because ARG0 is typically the agent performing the action, whereas 'goose' is more appropriately characterized as the entity being consumed, fitting better as an ARG1 (the patient or theme of the action)."
devour,goose,ARG1,"The ARG1 of 'devour' typically refers to the entity doing the devouring, usually an animate being such as a person or animal.","The argument 'goose' can be an animate entity, capable of performing actions, including eating. However, without context, 'goose' as an argument is more likely to be the entity being devoured rather than the one doing the devouring.","Poorly, as ARG1 for 'devour' typically refers to the entity doing the devouring, and 'goose' is more likely to be the entity being devoured."
devour,mouse,ARG0,"The PropBank ARG0 role for the predicate 'devour' should have properties indicating an agent or entity that is consuming something, typically with eagerness or in a voracious manner. This agent is usually animate, such as a person, animal, or any entity capable of eating or consuming.","The argument 'mouse' has properties indicating it is a living creature, typically small and rodent-like, capable of being consumed as food by another animal or entity. It is animate and can serve as either the agent (ARG0) consuming something or the entity being consumed (ARG1), depending on the context.","The argument 'mouse' fits the PropBank ARG0 role for the predicate 'devour' as an atypical agent. While it is capable of consuming (thus fitting the agentive role of ARG0), in the context of 'devour', it is more commonly the entity being consumed (ARG1). Therefore, its fit as ARG0 is context-dependent and generally less typical compared to a larger or more voracious consumer."
devour,mouse,ARG1,"The ARG1 of 'devour' typically refers to the entity that is consuming something, usually with eagerness or in a voracious manner. This entity is often animate, such as a person, animal, or any creature capable of eating.","The argument 'mouse' has properties relevant to being a potential consumer (eater) in the context of 'devour', typically being animate and capable of eating. However, without context, it could also be interpreted as the entity being consumed, depending on the sentence structure.","The argument 'mouse' can fit the PropBank ARG1 role for the predicate 'devour' as the consumer if the context positions the mouse as the entity doing the devouring. However, without specific context indicating the mouse is consuming rather than being consumed, its fit as ARG1 based solely on the predicate 'devour' is ambiguous."
devour,pig,ARG0,"The PropBank ARG0 role for the predicate 'devour' should have properties indicating an agent that performs the action of devouring, typically an animate entity, such as a person or an animal, that consumes something with eagerness or in a voracious manner.","The argument 'pig' has properties of being an animate entity, capable of performing actions, and specifically in the context of 'devour', it can be the agent that consumes something eagerly or voraciously.","The argument 'pig' fits well with the PropBank ARG0 role for the predicate 'devour', as it possesses the necessary properties of being an animate agent capable of performing the action of consuming something eagerly or voraciously."
devour,pig,ARG1,"The ARG1 of 'devour' typically refers to the entity that is consuming something, often with eagerness or in a voracious manner. This entity is usually animate, such as a person, animal, or any creature capable of eating.","The argument 'pig' is animate, capable of consuming something, and fits the typical agent role in the action of devouring.","The argument 'pig' fits well as the PropBank ARG1 for the predicate 'devour', as it possesses the necessary properties of being animate and capable of consuming, aligning with the role of an agent performing the action of devouring."
devour,rabbit,ARG0,"The PropBank ARG0 role for the predicate 'devour' should have properties indicating an agent or entity that is consuming something, typically with eagerness or in a voracious manner. This agent is usually animate, such as a person, animal, or any entity capable of eating or consuming.","The argument 'rabbit' has properties indicating it is an animate entity, typically capable of being the agent (if doing the devouring) or the patient (if being devoured). It is a living creature, specifically an animal.","The argument 'rabbit' fits the PropBank ARG0 role for the predicate 'devour' as an agent if it is doing the devouring, given its properties as an animate entity capable of consuming. However, it is less typical for 'rabbit' to be the devourer in common scenarios, making its fit as ARG0 less conventional unless specified by context."
devour,rabbit,ARG1,"The ARG1 of 'devour' typically refers to the entity that is consuming something, often with eagerness or in large amounts. This entity is usually animate, such as a person, animal, or any creature capable of eating.","The argument 'rabbit' can be an animate entity, capable of consuming something. It can serve as either the entity doing the devouring (ARG0) or the entity being devoured (ARG1), depending on the context of the sentence.","The argument 'rabbit' fits the PropBank ARG1 role for the predicate 'devour' as the entity being consumed. It is a suitable fit when the context implies that the rabbit is the object of consumption. However, without specific context indicating that the rabbit is consuming rather than being consumed, its fit as ARG1 in the typical sense (entity being devoured) is contextually dependent."
devour,snake,ARG0,"The PropBank ARG0 role for the predicate 'devour' should have properties indicating an agent that performs the action of devouring. This agent is typically animate, often a person or an animal, and is the entity that consumes something with eagerness or in a voracious manner.","The argument 'snake' has properties of being animate, capable of performing actions, and potentially being a consumer in the context of devouring. It fits the role of an agent that can actively devour something.",The argument 'snake' fits well into the PropBank ARG0 role for the predicate 'devour' as it possesses the necessary properties of being an animate agent capable of performing the action of devouring.
devour,snake,ARG1,"The ARG1 of 'devour' typically refers to the entity doing the devouring, usually an animate being such as a person or an animal.","The argument 'snake' has the properties of being animate, capable of performing actions, and potentially being a consumer of food or other entities in a literal or metaphorical sense.","The argument 'snake' fits well with the PropBank ARG1 role for the predicate 'devour', as it possesses the necessary properties of being animate and capable of performing the action of devouring."
dismiss,principal,ARG0,"The ARG0 of 'dismiss' typically refers to the entity that is doing the dismissing, often an authority figure, employer, or similar agent.","The argument 'principal' has properties of being an authority figure, capable of making decisions, and likely to be in a position to dismiss someone or something.","The argument 'principal' fits well into the PropBank ARG0 role for the predicate 'dismiss', as it embodies the properties of an authority figure capable of performing the action of dismissing."
dismiss,principal,ARG1,"The ARG1 of 'dismiss' typically refers to the entity that is being dismissed, which can be a person, a group of people, or sometimes an idea or a proposal.","The argument 'principal' can serve as an entity (typically a person or a group of people in a position of authority) that is capable of being dismissed from a position or role, or responsible for dismissing others, depending on the context of the sentence.","The argument 'principal' fits the PropBank ARG1 role for the predicate 'dismiss' as the entity being dismissed if the context indicates that the principal is the one being removed from a position. However, without specific context indicating that the principal is the one being dismissed, the fit might be ambiguous since 'principal' could also be the one doing the dismissing. Therefore, the semantic fit can vary based on additional context."
dismiss,pupil,ARG0,"The PropBank ARG0 role for the predicate 'dismiss' typically refers to the entity that is doing the dismissing, often an authority figure, employer, judge, or similar agent.","The argument 'pupil' can serve as the entity being dismissed, typically fitting a role such as ARG1, which represents the entity that is dismissed or rejected. In some contexts, 'pupil' could also be ARG0 if the scenario involves a pupil dismissing something or someone else, though this is less common.","The argument 'pupil' does not typically fit the PropBank ARG0 role for the predicate 'dismiss', as ARG0 usually refers to the entity doing the dismissing, not the one being dismissed."
dismiss,pupil,ARG1,The entity that is doing the dismissing or the agent responsible for the action of dismissing.,"The argument 'pupil' can serve as the entity being dismissed (ARG2) in a context where 'dismiss' is used to mean 'allow or cause to leave'. It can also be the entity doing the dismissing (ARG0) in a context where a pupil is given the authority to dismiss others, though this is less common.","The argument 'pupil' does not typically fit the PropBank ARG1 role for the predicate 'dismiss', as ARG1 usually represents the agent doing the dismissing, and 'pupil' is more naturally the entity being dismissed (ARG2) rather than the one doing the dismissing."
dismiss,student,ARG0,"The ARG0 of 'dismiss' typically refers to the entity that is doing the dismissing, often a person or an organization with the authority or power to reject, remove, or discharge someone or something from consideration or a position.","The argument 'student' can serve as either the entity being dismissed (ARG1) from a position, role, or responsibility, typically by an authority figure, or less commonly, as the entity doing the dismissing (ARG0) if the context supports a scenario where a student has the authority to dismiss something or someone.","The argument 'student' fits the PropBank ARG0 role for the predicate 'dismiss' in contexts where the student has the authority or power to dismiss someone or something, although this is less common compared to more authoritative roles like teachers or administrators. The fit is context-dependent and generally lower than for more traditionally authoritative figures."
dismiss,student,ARG1,"The entity that is being dismissed or let go, typically a person or an organization.","The argument 'student' has the property of being an entity, specifically a person, who can be dismissed or let go from a position, role, or responsibility, fitting well with the expected properties of ARG1 for the predicate 'dismiss'.","The argument 'student' fits very well into the PropBank ARG1 role for the predicate 'dismiss', as it is an entity that can be dismissed or let go, aligning with the expected properties of ARG1."
dismiss,teacher,ARG0,"The PropBank ARG0 role for the predicate 'dismiss' typically refers to the agent or entity that performs the action of dismissing, such as a person, organization, or authority figure responsible for the dismissal.","The argument 'teacher' has the properties of being an agent or entity capable of performing the action of dismissing, typically indicating a person with authority or responsibility in an educational or similar context.","The argument 'teacher' fits well with the PropBank ARG0 role for the predicate 'dismiss', as it embodies the properties of an agent or entity with the authority or responsibility to perform the action of dismissing, aligning with the expected characteristics of ARG0."
dismiss,teacher,ARG1,"The entity being dismissed or let go, typically a person or an abstract entity such as a notion or an idea.","The argument 'teacher' has the property of being a potential entity that can be dismissed, fitting the role of an individual or professional subject to dismissal from a position or consideration.","The argument 'teacher' fits well into the PropBank ARG1 role for the predicate 'dismiss' as it represents an entity that can be dismissed, aligning with the expected properties of ARG1 as the entity being dismissed or let go."
disobey,brat,ARG0,"The PropBank ARG0 role for the predicate 'disobey' should have the properties of being the entity that disobeys, typically an animate being such as a person, group of people, or sometimes an animal capable of understanding commands or rules.","The argument 'brat' has the properties of being an animate being, likely a person (often a child) implied to have a negative attitude or behavior, which makes it semantically fit to act as an agent capable of disobeying.","The argument 'brat' fits well into the PropBank ARG0 role for the predicate 'disobey' as it possesses the necessary properties of being an animate agent, specifically a person, who is capable of the action of disobeying."
disobey,brat,ARG1,"The ARG1 of 'disobey' typically refers to the entity that is not following a command, rule, or instruction. This entity is usually a person or a group of people, but can also be an animal or an organization, depending on the context.","The argument 'brat' implies a person, typically a child, who is likely to disobey due to their behavior or attitude. It suggests the entity has the capacity for disobedience, fitting the role of an agent who can act against instructions or expectations.","The argument 'brat' fits well with the PropBank ARG1 role for the predicate 'disobey', as it denotes an agent capable of the action of disobedience, aligning with the expected properties of ARG1 for this predicate."
disobey,children,ARG0,"The PropBank ARG0 role for the predicate 'disobey' should have the properties of being the entity that disobeys or fails to follow a command, rule, or instruction.","The argument 'children' has the properties of being capable of performing actions (such as obeying or disobeying), likely to be under authority (such as parents or teachers), and being in a position to receive and understand commands or rules.","The argument 'children' fits well with the PropBank ARG0 role for the predicate 'disobey', as it embodies the entity that is capable of disobeying, is under authority, and is expected to follow commands or rules."
disobey,children,ARG1,"The ARG1 of 'disobey' typically refers to the entity that is not following a command, rule, or instruction. This entity is usually a person or a group of people, but can also be an animal or an anthropomorphized entity capable of understanding and acting upon commands.","The argument 'children' has the properties of being capable of understanding and acting upon commands or rules, and being in a position to either follow or not follow those commands or rules. It implies a group of young individuals who are typically expected to follow instructions given by authority figures such as parents, teachers, or guardians.","The argument 'children' fits well with the PropBank ARG1 role for the predicate 'disobey', as it embodies entities capable of understanding and not following commands or rules, which is the core requirement of the ARG1 role in this context."
disobey,commanders,ARG0,"The PropBank ARG0 role for the predicate 'disobey' should have the properties of being the entity that disobeys, typically an animate agent such as a person, group of people, or sometimes an animal capable of understanding commands or rules.","The argument 'commanders' has the properties of being potentially animate agents capable of issuing commands or rules, which are to be followed by others. However, in the context of 'disobey', 'commanders' would more likely fit as entities whose commands are disobeyed, suggesting a role more akin to PropBank's ARG1 (the entity being disobeyed) rather than ARG0.","The argument 'commanders' does not fit well with the PropBank ARG0 role for the predicate 'disobey', as ARG0 is typically the disobeeyer, not the entity whose commands are disobeyed. 'Commanders' would more appropriately fit a role representing the issuer of the commands, potentially aligning with ARG1 or another role indicating the entity being disobeyed."
disobey,commanders,ARG1,"The ARG1 of 'disobey' typically refers to the entity that is not following a command, rule, or instruction. This entity is usually a person or a group of people, but can also be an animal or an organization, depending on the context.","The argument 'commanders' refers to individuals in positions of authority, typically within a military or structured organization, who issue orders or commands. As such, 'commanders' would more appropriately fit roles related to the issuer of the commands rather than the ARG1 role of 'disobey', which is expected to be the entity failing to follow the commands.","The argument 'commanders' does not fit well with the PropBank ARG1 role for the predicate 'disobey', as ARG1 is expected to be the entity that is not following orders or commands, rather than the entity issuing them."
disobey,orders,ARG0,"The PropBank ARG0 role for the predicate 'disobey' should have the properties of being the entity that disobeys, typically an animate agent such as a person, group of people, or sometimes an animal capable of understanding commands or rules.","The argument 'orders' has the properties of being the directives, commands, or instructions that are not followed or adhered to by the entity represented by ARG0 in the context of the predicate 'disobey'.","The argument 'orders' does not fit the PropBank ARG0 role for the predicate 'disobey', as ARG0 should be the entity that disobeys, not the entity that is disobeyed."
disobey,orders,ARG1,"The ARG1 of 'disobey' typically refers to the entity that is not following a command, rule, or instruction. This entity is usually a person or a group of people, but can also be an animal or an anthropomorphized entity capable of understanding and acting upon commands.","The argument 'orders' refers to the commands, rules, or instructions that are not being followed. It highlights the content or substance of what is being disobeyed.","The argument 'orders' does not fit the PropBank ARG1 role for the predicate 'disobey', as ARG1 should be the entity that disobeys, not what is being disobeyed. 'Orders' would more appropriately fit a role describing the object of disobedience, such as ARG2."
disobey,troops,ARG0,"The PropBank ARG0 role for the predicate 'disobey' should have the properties of being the entity that disobeys, typically an animate being such as a person, group of people, or sometimes an animal capable of understanding commands or rules.","The argument 'troops' has the properties of being animate, collective, and capable of receiving and understanding commands or orders, thus fitting the role of an entity that can disobey.","The argument 'troops' fits well into the PropBank ARG0 role for the predicate 'disobey', as it possesses the necessary properties of being animate, collective, and capable of understanding and disobeying commands or orders."
disobey,troops,ARG1,"The ARG1 of 'disobey' typically refers to the entity that is not following a command, rule, or instruction. This entity is usually a person or a group of people, but can also be an animal or an organization, depending on the context.","The argument 'troops' refers to a group of soldiers, which can act as an entity capable of disobeying commands or orders. This makes 'troops' a suitable ARG1 for 'disobey', as it possesses the property of being an agent that can perform actions or make decisions, specifically the action of not following directives.","The argument 'troops' fits well into the PropBank ARG1 role for the predicate 'disobey', as it embodies the characteristics of an agent capable of the action of disobedience, aligning with the requirement for ARG1 to be the entity that disobeys a command or directive."
disown,babysitter,ARG0,"The PropBank ARG0 role for the predicate 'disown' should have the properties of being the disowner, typically a person or entity that renounces, rejects, or refuses to acknowledge a relationship, possession, or association with the argument specified as ARG1.","The argument 'babysitter' as used with the predicate 'disown' could potentially be involved in a scenario where they are being disowned in a metaphorical sense, implying a rejection or denial of any relationship, responsibility, or association. However, without additional context, it's not a typical or direct fit for the semantic role associated with 'disown', as the term more commonly applies to familial or ownership relations rather than professional or temporary roles like a babysitter.","The argument 'babysitter' does not typically fit the PropBank ARG0 role for the predicate 'disown', as ARG0 is expected to be the disowner, usually a person or entity capable of expressing rejection or denial of a relationship, which does not semantically align with the role or identity of a 'babysitter'."
disown,babysitter,ARG1,"The ARG1 of 'disown' typically refers to the entity (usually a person) that is doing the disowning, indicating the initiator or agent of the action.","The argument 'babysitter' can potentially fulfill the role of an agent or initiator of the action in the context of 'disown', if the babysitter is in a position to disown someone or something. However, without additional context, it's not typical or expected for a babysitter to be in such a role, as 'disown' usually involves familial or very close personal relationships.","The argument 'babysitter' has an atypical fit for the PropBank ARG1 role for the predicate 'disown', as ARG1 typically refers to a person who has a familial or ownership relationship with what is being disowned, which is not inherently characteristic of a 'babysitter'."
disown,daughter,ARG0,"The PropBank ARG0 role for the predicate 'disown' should have the properties of being the disowner, typically a person or entity that renounces, rejects, or refuses to acknowledge a relationship, possession, or association with the argument specified as ARG1, which is usually the entity being disowned.","The argument 'daughter' has the properties of being a familial relation, specifically a female offspring, who can be the subject of the action described by the predicate 'disown', indicating that she is the entity from whom the disowner is seeking to distance themselves or sever ties.","The argument 'daughter' does not fit the PropBank ARG0 role for the predicate 'disown' because ARG0 is meant to be the disowner, not the entity being disowned. 'Daughter' fits better as ARG1, the entity being disowned."
disown,daughter,ARG1,"The ARG1 of 'disown' typically refers to the entity (usually a person) who is performing the act of disowning. This role represents the disowner, the one who renounces, refuses to acknowledge, or rejects a relationship or association with another entity (often ARG2, the disowned party).","The argument 'daughter' serves as the entity being disowned. It represents the party (typically ARG2 in PropBank) that is the recipient of the disowning action, indicating a familial or close relationship from which they are being excluded or rejected by the disowner (typically ARG1).","The argument 'daughter' does not fit the PropBank ARG1 role for the predicate 'disown' because ARG1 is typically the disowner, the entity performing the action of disowning, whereas 'daughter' is more appropriately the entity being disowned, fitting the ARG2 role."
disown,slave,ARG0,"The PropBank ARG0 role for the predicate 'disown' should have the properties of being the disowner, typically a person or entity that renounces, rejects, or refuses to acknowledge a relationship, possession, or association with the argument specified as ARG1.","The argument 'slave' refers to an individual or entity that is being disowned, indicating a relationship or possession that is being rejected or renounced by the disowner.","The argument 'slave' does not fit the PropBank ARG0 role for the predicate 'disown' because ARG0 should be the disowner, not the entity being disowned."
disown,slave,ARG1,"The ARG1 of 'disown' typically refers to the entity (usually a person) that is doing the disowning, indicating the initiator or agent of the action.","The argument 'slave' refers to an entity that could potentially be disowned, indicating the role of a patient or theme in the context of the action. However, without specifying whether it is the disowner or the disowned, its properties are ambiguous in relation to the ARG1 or ARG2 roles of 'disown'.","The argument 'slave' does not fit well with the PropBank ARG1 role for the predicate 'disown', as ARG1 typically refers to the entity performing the action of disowning, not the entity being disowned."
do,laborer,ARG0,"Agent, causer, or doer of the action","Agent, worker, or performer of the action",Highly suitable
do,laborer,ARG1,Agent or Actor performing the action,"The argument 'laborer' has the properties of being an agent or actor, capable of performing actions or tasks.","The argument 'laborer' fits well with the PropBank ARG1 role for the predicate 'do', as it embodies the properties of an agent or actor capable of performing actions or tasks."
do,sloth,ARG0,"Agent, causer, or experiencer of the action","Typically, none; 'sloth' as an argument is not a conventional agent, causer, or experiencer of actions, unless personified or in a specific context where 'sloth' refers to a person or entity named 'Sloth'.","Poorly, unless in a context where 'sloth' is personified or refers to a person or entity capable of performing actions."
do,sloth,ARG1,"The PropBank ARG1 role for the predicate 'do' typically refers to the entity performing the action or the thing that is being done, depending on the context. It can represent an action, task, or activity that the subject is engaged in.",The argument 'sloth' primarily refers to an animal species known for its slow movement. It does not inherently possess properties related to actions or tasks unless contextualized in a specific scenario where 'sloth' is metaphorically or indirectly associated with an action or behavior.,"Poorly, unless in a metaphorical or specific context where 'sloth' is personified or represents an entity performing an action."
do,vegetable,ARG0,"Agent, causer, or experiencer of the action",None,Poorly
do,vegetable,ARG1,"The ARG1 of 'do' typically refers to the thing that is done, which can be an action, task, or activity. It represents the main entity that is being acted upon or the focus of the 'doing' action.","The argument 'vegetable' does not directly align with the typical properties of ARG1 for 'do', as it does not represent an action, task, or activity. Instead, 'vegetable' is a noun that typically refers to a type of food or plant, which does not fit the expected semantic role of something that is done.","The argument 'vegetable' fits poorly with the PropBank ARG1 role for the predicate 'do', as ARG1 typically represents an action, task, or activity, rather than a physical object like a vegetable."
do,work,ARG0,"Agent, causer, or experiencer of the action",Entity performing the action or task,"The argument 'work' does not fit the PropBank ARG0 role for the predicate 'do' because ARG0 typically refers to an agent, causer, or experiencer of the action, which should be an entity capable of performing actions, whereas 'work' is an activity or task, not an entity that can perform actions."
do,work,ARG1,"The PropBank ARG1 role for the predicate 'do' typically refers to the entity performing the action or the thing being done, depending on the context. It can represent a person, group, or an entity involved in the action, or it can denote the task, activity, or action itself that is being performed.","The argument 'work' when associated with the predicate 'do' typically represents an activity, task, or effort that is being performed. It implies engagement in a physical or mental effort aimed at achieving something, making it a suitable fit for the action or activity aspect of ARG1 in the context of 'do'.","The argument 'work' fits well with the PropBank ARG1 role for the predicate 'do', as it represents the task, activity, or action being performed, aligning with the typical properties expected of ARG1 in this context."
draw,artist,ARG0,"Agent, drawer, or cause","Agent, capable of drawing","Highly suitable, as 'artist' embodies the properties of an agent or drawer, directly aligning with the expected characteristics of the PropBank ARG0 role for 'draw'."
draw,artist,ARG1,"The PropBank ARG1 role for the predicate 'draw' typically refers to the agent or entity performing the action of drawing. This could be a person, a group, or an automated system that is creating a visual representation on a surface by making lines or marks.","The argument 'artist' has properties relevant to being an agent capable of performing the action of drawing. This includes the ability to create visual art, the possession of skills or talent in visual representation, and the potential to use various tools or mediums for drawing.","The argument 'artist' fits very well with the PropBank ARG1 role for the predicate 'draw', as it embodies the agentive properties required for the action of drawing, including the capability, skill, and intention to create visual representations."
