predicate,argument,role_type,sentence 1,sub-fit score 1,sentence 2,sub-fit score 2,sentence 3,sub-fit score 3,sentence 4,sub-fit score 4,sentence 5,sub-fit score 5,actual_fit,exp_fit
eat,egg,ARG1,The egg was eaten by the fox.,1.0,The egg got eaten as soon as it was found.,1.0,Was the egg eaten by the child?,1.0,"The egg, having been left out, was eaten by the dog.",1.0,The egg was eaten without any salt.,1.0,"6.4
",1.0
eat,group,ARG0,The group eats together every Friday night.,1.0,A group of friends eats at the new restaurant downtown.,0.75,The study group eats lunch during their break.,0.75,This group eats only organic food.,1.0,The tour group eats at a different local spot each day.,1.0,"6.0
",0.9
eat,group,ARG1,The group eats together every Friday night.,1.0,A group of friends eats at the new restaurant downtown.,1.0,The study group eats lunch in the library between sessions.,1.0,This group eats only organic food during their retreats.,1.0,The entire group eats a vegetarian meal once a week.,1.0,"1.1
",1.0
eat,husband,ARG0,The husband eats his breakfast quietly every morning.,1.0,My husband eats a vegetarian meal every night.,1.0,Her husband eats too quickly when he's hungry.,1.0,The husband eats a piece of fruit for a snack.,1.0,,1.0,"6.7
",1.0
eat,husband,ARG1,The husband eats his breakfast quietly every morning.,1.0,"At the barbecue, the husband ate the most delicious steak he's ever had.",1.0,"Whenever he's stressed, the husband eats a whole pizza by himself.",1.0,"The husband ate the last piece of cake, even though he said he wouldn't.",1.0,"On their anniversary, the husband eats at the place where they had their first date.",1.0,"1.3
",1.0
eat,local,ARG0,Locals eat at the new cafe every morning.,1.0,Locals eat the freshest produce from the farmers' market.,1.0,Locals eat together at the annual town festival.,1.0,Locals eat dishes made from traditional recipes passed down through generations.,1.0,"Locals eat at small, family-owned restaurants rather than big chains.",1.0,"6.7
",1.0
eat,local,ARG1,Locals eat at the new cafe every morning.,1.0,Locals eat traditional dishes to celebrate the festival.,1.0,Locals eat together in the town square during the summer nights.,1.0,Locals eat only organic produce from the nearby farms.,1.0,Locals eat freshly caught fish on the waterfront.,1.0,"1.5
",1.0
eat,lunch,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"1.1
",0.0
eat,lunch,ARG1,Lunch was eaten quickly by the team before the meeting.,1.0,Lunch is being eaten by the children in the cafeteria.,1.0,Lunch was eaten alone by her at her desk.,1.0,Lunch is often eaten by him while watching the news.,1.0,Lunch was eagerly eaten by the dog after his walk.,1.0,"6.9
",1.0
eat,meal,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"1.0
",0.0
eat,meal,ARG1,The meal was eaten quickly by the hungry children.,1.0,A delicious meal was eaten by the family during the holiday.,1.0,The meal was eaten in silence as everyone was too tired to talk.,1.0,A hearty meal was eaten by the travelers after a long day of hiking.,1.0,The meal was eaten with great appreciation after fasting for a day.,1.0,"6.9
",1.0
eat,people,ARG0,People eat to sustain their energy throughout the day.,1.0,People eat their meals with family and friends to strengthen bonds.,1.0,People eat a variety of foods to ensure a balanced diet.,1.0,People eat at restaurants for the convenience and to enjoy different cuisines.,1.0,People eat snacks between meals to curb their hunger.,1.0,"6.9
",1.0
eat,people,ARG1,People eat to sustain their energy throughout the day.,1.0,People eat their meals with family and friends to strengthen bonds.,1.0,People eat a variety of foods to ensure a balanced diet.,1.0,People eat at restaurants for the convenience and to enjoy different cuisines.,1.0,People eat snacks between meals to satisfy their hunger.,1.0,"1.5
",1.0
eat,pizza,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"1.1
",0.0
eat,pizza,ARG1,The children eat pizza every Friday night.,1.0,"After the game, we all went out to eat pizza.",1.0,Can you believe she can eat pizza without gaining a pound?,1.0,"During the party, they didn't get a chance to eat pizza because it was all gone.",1.0,Who doesn't love to eat pizza on a lazy Sunday?,1.0,"6.8
",1.0
eat,villager,ARG0,The villager ate the hearty stew to warm up during the cold winter night.,1.0,"Every morning, the villager eats a large breakfast to prepare for a long day of work in the fields.",1.0,"At the festival, the villager ate his fill of roasted meats and fresh fruits.",1.0,"The villager, known for his love of exotic foods, ate the strange fruit without hesitation.",1.0,"After fasting for a day, the villager ate a simple meal of rice and vegetables.",1.0,"6.8
",1.0
eat,villager,ARG1,The villager ate the hearty stew to warm up during the cold winter night.,1.0,"Every morning, the villager eats a large breakfast to prepare for a long day of work in the fields.",1.0,"At the festival, the villager ate his fill of roasted meats and fresh fruits.",1.0,"The villager ate quietly, savoring the flavors of the traditional dish passed down through generations.",1.0,"After fasting for a day, the villager ate a simple meal of rice and vegetables.",1.0,"1.7
",1.0
eliminate,act,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"4.9
",0.0
eliminate,act,ARG1,"To ensure safety, we must eliminate any act of negligence.",1.0,The new policy aims to eliminate any act that undermines team cohesion.,1.0,The government's strategy is to eliminate any act of terrorism.,1.0,We need to eliminate any act of discrimination in the workplace.,1.0,The program is designed to eliminate any act of bullying in schools.,1.0,"2.4
",1.0
eliminate,barrier,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"3.9
",0.0
eliminate,barrier,ARG1,The government plans to eliminate barriers to entry for small businesses.,1.0,The new policy aims to eliminate barriers between different departments.,1.0,We must eliminate barriers to education to ensure equal opportunities for all.,1.0,The team worked hard to eliminate the barrier that was blocking the road.,1.0,"To improve workflow, the company decided to eliminate barriers to communication among employees.",1.0,"4.9
",1.0
eliminate,club,ARG0,The club decided to eliminate the outdated rules from their charter.,1.0,,0.5,,0.5,,0.5,,0.5,"3.6
",0.6
eliminate,club,ARG1,The board decided to eliminate the club due to financial difficulties.,1.0,"After much deliberation, the university had to eliminate the club to comply with new regulations.",1.0,The community voted to eliminate the club that was causing disturbances in the neighborhood.,1.0,"Due to lack of participation, the organizers were forced to eliminate the club.",1.0,The school had no choice but to eliminate the club after the coach resigned.,1.0,"2.8
",1.0
eliminate,intruder,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"3.3
",0.0
eliminate,intruder,ARG1,The security system is designed to eliminate any intruder.,1.0,,0.75,The guard dog is trained to eliminate intruders from the property.,1.0,Advanced surveillance technology can help eliminate the threat of an intruder.,0.25,,0.75,"2.8
",0.75
eliminate,job,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"3.0
",0.0
eliminate,job,ARG1,The recession might eliminate many jobs in the tech sector.,1.0,"Automation could potentially eliminate repetitive jobs, allowing workers to focus on more creative tasks.",1.0,The new policy aims to eliminate jobs that are hazardous to workers' health.,1.0,Technological advancements have the power to eliminate jobs that are no longer necessary.,1.0,Efforts to streamline the company's operations will unfortunately eliminate several jobs.,1.0,"5.0
",1.0
eliminate,law,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"4.6
",0.0
eliminate,law,ARG1,The government plans to eliminate outdated laws that no longer serve the public interest.,1.0,Activists are pushing to eliminate laws that discriminate against minority groups.,1.0,The new administration aims to eliminate laws that hinder economic growth.,1.0,,0.75,The judicial review committee recommended to eliminate laws that conflict with constitutional rights.,1.0,"3.0
",0.95
eliminate,need,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"2.5
",0.0
eliminate,need,ARG1,The new policy will eliminate the need for manual record-keeping.,1.0,Technological advancements have eliminated the need for traditional mail.,1.0,Regular maintenance can eliminate the need for expensive repairs.,1.0,The introduction of the online submission system has eliminated the need for paper applications.,0.75,Implementing these strategies will eliminate the need for overtime work.,1.0,"5.0
",0.95
eliminate,policy,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"4.2
",0.0
eliminate,policy,ARG1,The government decided to eliminate the outdated policy to improve economic conditions.,1.0,"To ensure public safety, the city council voted to eliminate the controversial policy on public gatherings.",1.0,The new CEO plans to eliminate the old policy on remote work to increase productivity.,1.0,"After much debate, the school board agreed to eliminate the strict dress code policy.",1.0,The environmental agency aims to eliminate the policy that allows excessive emissions from factories.,1.0,"4.2
",1.0
eliminate,provision,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"3.1
",0.0
eliminate,provision,ARG1,The new policy will eliminate the provision of free meals to employees.,0.75,"To cut costs, the company decided to eliminate the provision of complimentary parking.",0.75,The government's austerity measures aimed to eliminate the provision of subsidies to the farming sector.,0.75,The school board voted to eliminate the provision of after-school programs due to budget constraints.,0.75,Efforts to streamline operations led the hospital to eliminate the provision of non-essential services.,0.75,"4.1
",0.75
eliminate,therapy,ARG0,,0.0,,0.0,The therapy eliminates the need for surgical intervention in many cases.,1.0,"By targeting the root cause, the therapy eliminates recurring episodes of anxiety.",1.0,"The therapy eliminates barriers to physical rehabilitation, improving patient outcomes.",1.0,"4.7
",0.6
eliminate,therapy,ARG1,Therapy can eliminate deep-seated emotional issues.,0.75,,0.75,,0.75,,0.75,,0.75,"2.7
",0.75
embarrass,board,ARG0,The board embarrassed the CEO by publicly questioning his decisions.,1.0,The board embarrassed itself with a poorly thought-out public statement.,1.0,The board embarrassed the company by failing to act on important issues.,1.0,The board embarrassed the shareholders by making risky investments.,1.0,The board embarrassed the employees by overlooking their contributions.,1.0,"3.8
",1.0
embarrass,board,ARG1,The board embarrassed the CEO with their unexpected questions during the meeting.,1.0,The board embarrassed themselves by failing to prepare adequately for the regulatory audit.,1.0,The board embarrassed the company by publicly disagreeing on the new strategy.,0.0,The board embarrassed the shareholders with their decision to reject the lucrative merger offer.,1.0,The board embarrassed the entire organization by mishandling the crisis communication.,1.0,"3.9
",0.8
embarrass,book-keeping,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"2.6
",0.0
embarrass,book-keeping,ARG1,,0.0,,0.0,,0.0,,0.0,,0.0,"1.3
",0.0
embarrass,conservative,ARG0,The conservative embarrassed the opposition with his unexpected support for the reform.,1.0,,0.0,The conservative embarrassed the panel by asking unexpectedly insightful questions.,1.0,The conservative embarrassed the journalist by pointing out the inaccuracies in the article.,1.0,The conservative embarrassed the moderator by highlighting the biased nature of the debate questions.,1.0,"3.9
",0.8
embarrass,conservative,ARG1,The conservative embarrassed the audience with his outdated views.,1.0,A conservative embarrassed himself by failing to understand the basic principles of equality.,1.0,The conservative embarrassed his party by making controversial statements on live television.,1.0,"In the debate, the conservative embarrassed his opponent with sharp and unexpected criticisms.",1.0,The conservative embarrassed the moderator by pointing out a significant oversight in the discussion format.,1.0,"3.7
",1.0
embarrass,executive,ARG0,The executive embarrassed himself during the presentation by forgetting the key points.,1.0,The executive embarrassed her team by publicly criticizing their efforts.,1.0,The executive embarrassed his company with a controversial statement on social media.,1.0,The executive embarrassed herself by accidentally sending a private email to the entire staff.,1.0,The executive embarrassed his peers by making an inappropriate joke at the conference.,1.0,"4.8
",1.0
embarrass,executive,ARG1,The executive embarrassed himself during the presentation by forgetting the key points.,1.0,"In the meeting, the executive embarrassed her team by dismissing their efforts publicly.",1.0,The executive embarrassed his company by making inappropriate comments at the conference.,1.0,"During the negotiation, the executive embarrassed herself by accidentally revealing confidential information.",1.0,The executive embarrassed his peers by failing to acknowledge their contributions in the annual report.,1.0,"4.9
",1.0
embarrass,government,ARG0,The government embarrassed itself with the poorly planned policy announcement.,1.0,,0.5,,0.5,The government embarrassed its allies with unexpected trade restrictions.,1.0,The government embarrassed the opposition by revealing their lack of a coherent plan.,1.0,"3.8
",0.8
embarrass,government,ARG1,The scandal managed to embarrass the government internationally.,1.0,The leaked documents will surely embarrass the government.,1.0,Their failure to act quickly enough did embarrass the government.,1.0,"To embarrass the government, the opposition leaked the controversial emails.",1.0,The comedian's satire was sharp enough to embarrass the government.,1.0,"4.9
",1.0
embarrass,importunity,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"2.4
",0.0
embarrass,importunity,ARG1,,0.0,,0.0,"The importunity of their demands embarrassed the organization, leading to a public apology.",0.25,,0.0,,0.0,"1.2
",0.05
embarrass,information,ARG0,,0.25,,0.25,,0.25,,0.25,,0.25,"4.8
",0.25
embarrass,information,ARG1,The information embarrassed the company when it was leaked to the public.,0.0,This information could embarrass anyone who tries to deny it.,0.25,The information embarrassed the politician during the debate.,0.0,"Such information embarrassed the celebrity, leading to a public apology.",0.0,"The information embarrassed the author, contradicting their previous statements.",0.25,"1.2
",0.1
embarrass,intervener,ARG0,The intervener embarrassed themselves by accidentally interrupting the private meeting.,1.0,,0.25,The intervener embarrassed the company by mishandling the public relations crisis.,1.0,"During the debate, the intervener embarrassed the speaker by pointing out a factual error.",1.0,The intervener embarrassed their team by failing to prepare adequately for the negotiation.,1.0,"4.1
",0.85
embarrass,intervener,ARG1,The intervener embarrasses themselves by accidentally revealing confidential information.,1.0,,0.0,The intervener embarrasses the host by pointing out a mistake in front of all the guests.,1.0,"During the debate, the intervener embarrasses the speaker by correcting them publicly.",1.0,The intervener embarrasses their team by misunderstanding the assignment and presenting incorrect data.,1.0,"2.9
",0.8
embarrass,lyric,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"3.6
",0.0
embarrass,lyric,ARG1,The lyric embarrasses the singer every time they have to perform it live.,0.0,That one lyric embarrasses the entire band because it doesn't align with their image.,0.0,"The lyric embarrasses the songwriter, as it reveals too much about their personal life.",0.0,"This particular lyric embarrasses the fanbase, making it hard for them to defend their favorite artist.",0.0,"The lyric embarrasses the producer, who had advised against including it in the album.",0.75,"1.2
",0.15
embarrass,official,ARG0,The official embarrassed himself during the press conference by accidentally revealing confidential information.,1.0,Officials embarrassed the government by mishandling the diplomatic negotiations.,1.0,The official embarrassed her team by failing to prepare adequately for the international meeting.,1.0,Officials embarrassed the mayor by publicly criticizing his policies in front of the media.,1.0,The official embarrassed the department by making unfounded accusations against colleagues.,1.0,"4.9
",1.0
embarrass,official,ARG1,The scandal embarrassed the official greatly.,1.0,The official was embarrassed by the leaked documents.,1.0,Public scrutiny embarrassed the official during the press conference.,1.0,The official felt embarrassed after the misinterpretation of their statement.,1.0,The mistake in the report embarrassed the official in front of their peers.,1.0,"5.0
",1.0
embarrass,revelation,ARG0,,0.25,,0.25,,0.25,,0.25,,0.25,"5.3
",0.25
embarrass,revelation,ARG1,The revelation embarrassed her beyond words.,0.0,,0.25,That revelation embarrassed the company in front of its investors.,0.25,The revelation about the secret funds embarrassed the politician.,0.0,Their revelation embarrassed the community leaders at the meeting.,0.0,"1.2
",0.1
embarrass,treatment,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"4.0
",0.0
embarrass,treatment,ARG1,,0.0,"Such treatment embarrassed the company, leading to a public apology.",0.0,"The treatment embarrassed the community, highlighting outdated practices.",0.0,"This treatment embarrassed the government, causing a reevaluation of policies.",0.25,"The treatment embarrassed the school, prompting a review of disciplinary measures.",0.25,"1.0
",0.1
encourage,affiliate,ARG0,The affiliate encourages new members to join the program.,1.0,Affiliates encourage their followers to try new products.,1.0,The affiliate encouraged her audience to participate in the survey.,1.0,Affiliates encourage a sense of community among their viewers.,1.0,The affiliate encouraged customers to take advantage of the seasonal sale.,1.0,"3.7
",1.0
encourage,affiliate,ARG1,The company encourages affiliates to promote their products.,1.0,Our program encourages affiliates to engage with their audience more effectively.,1.0,The marketing team encourages affiliates to use social media for wider reach.,1.0,This policy encourages affiliates to adopt sustainable practices in their operations.,1.0,The training session encourages affiliates to improve their sales techniques.,1.0,"4.9
",1.0
encourage,boy,ARG0,,0.75,,0.75,,0.75,,0.75,,0.75,"5.2
",0.75
encourage,boy,ARG1,The coach decided to encourage the boy to try harder in practice.,1.0,Teachers often encourage the boy to participate more in class discussions.,1.0,"Parents should encourage the boy to follow his dreams, no matter how big.",1.0,The community came together to encourage the boy after he lost his pet.,1.0,His older sister took it upon herself to encourage the boy to read more books.,1.0,"5.7
",1.0
encourage,client,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"3.7
",0.0
encourage,client,ARG1,The coach decided to encourage the client to push beyond their limits.,1.0,"To ensure success, the consultant would always encourage the client to think outside the box.",1.0,"In every session, the therapist would encourage the client to express their true feelings.",1.0,The personal trainer found innovative ways to encourage the client to achieve their fitness goals.,1.0,The financial advisor would often encourage the client to invest wisely for a secure future.,1.0,"5.1
",1.0
encourage,company,ARG0,The company encourages its employees to pursue continuous learning.,1.0,The company encourages innovation in all departments.,1.0,The company encourages a culture of open communication.,1.0,The company encourages teamwork and collaboration among its staff.,1.0,The company encourages feedback from customers to improve its services.,1.0,"4.0
",1.0
encourage,company,ARG1,The company encourages innovation among its employees.,1.0,A local company encourages community service by giving employees paid time off for volunteering.,1.0,This company encourages a healthy work-life balance by offering flexible working hours.,1.0,The company encourages continuous learning by providing access to online courses and workshops.,1.0,Our company encourages eco-friendly practices to reduce environmental impact.,1.0,"4.0
",1.0
encourage,executive,ARG0,The executive encouraged her team to strive for excellence in their project.,1.0,Executives encourage innovation to stay competitive in the market.,1.0,The executive encouraged open communication among all departments.,1.0,An executive encouraged the board to consider the new strategy.,1.0,The executive encouraged employees to participate in the wellness program.,1.0,"5.0
",1.0
encourage,executive,ARG1,The executive encouraged the team to reach their quarterly goals.,1.0,The executive encouraged innovation within the company.,1.0,The executive encouraged open communication among all departments.,1.0,The executive encouraged a culture of continuous improvement.,1.0,The executive encouraged employees to take initiative on new projects.,1.0,"5.6
",1.0
encourage,government,ARG0,The government encourages citizens to participate in the democratic process.,1.0,The government encourages small businesses through tax incentives.,1.0,The government encourages the use of renewable energy sources.,1.0,The government encourages innovation in the technology sector.,1.0,The government encourages foreign investment to boost the economy.,1.0,"4.2
",1.0
encourage,government,ARG1,The government encourages citizens to participate in the democratic process.,1.0,,0.75,"In an effort to improve public health, the government encourages regular exercise and a balanced diet.",1.0,The government encourages the use of renewable energy sources to combat climate change.,1.0,"To foster innovation, the government encourages collaboration between universities and the tech industry.",1.0,"3.8
",0.95
encourage,investor,ARG0,The investor encourages young entrepreneurs to think innovatively.,1.0,Investors encourage companies to adopt sustainable practices.,1.0,The investor encourages careful analysis before making investment decisions.,1.0,Investors encourage startups by providing them with essential funding.,1.0,The investor encourages diversification to mitigate risk.,1.0,"5.1
",1.0
encourage,investor,ARG1,The government's new policy aims to encourage investors to fund renewable energy projects.,1.0,Our startup's innovative approach managed to encourage investors to take a chance on us.,1.0,The financial advisor's main goal is to encourage investors to diversify their portfolios.,1.0,Seminars on emerging markets are designed to encourage investors to explore new opportunities.,1.0,The tax incentives introduced last year have been successful in encouraging investors to increase their investments in local businesses.,1.0,"5.5
",1.0
encourage,pupil,ARG0,,0.5,,0.5,,0.5,,0.5,,0.5,"3.9
",0.5
encourage,pupil,ARG1,The teacher decided to encourage the pupil to participate more in class discussions.,1.0,,0.75,"After noticing her potential, the coach began to encourage the pupil to consider joining the track team.",1.0,The librarian found ways to encourage the pupil to explore different genres of books.,1.0,"Seeing the pupil's interest in science, the mentor decided to encourage him to enter the school science fair.",1.0,"5.9
",0.95
encourage,purpose,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"3.8
",0.0
encourage,purpose,ARG1,,0.0,,0.0,,0.0,,0.0,,0.0,"3.6
",0.0
encourage,technician,ARG0,The technician encourages his team to stay updated with the latest technology trends.,1.0,Technicians encourage each other to pursue continuous learning and certifications.,1.0,The senior technician encouraged the apprentice to take on more challenging repairs.,1.0,,0.75,The technician encouraged her colleagues to participate in a tech innovation contest.,1.0,"4.0
",0.95
encourage,technician,ARG1,The manager decided to encourage the technician to pursue advanced training.,1.0,"In the meeting, the CEO took a moment to encourage the technician for their innovative solutions.",1.0,The team leader used the weekly meeting to encourage the technician to share their ideas more openly.,1.0,"After reviewing the project, the supervisor found it important to encourage the technician to take on more leadership roles.",1.0,The mentor found it crucial to encourage the technician to continue their education in the latest technology trends.,1.0,"4.8
",1.0
encourage,uncertainty,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"2.5
",0.0
encourage,uncertainty,ARG1,The recent policy changes encourage uncertainty among the investors.,0.75,The lack of clear communication from the team leaders tends to encourage uncertainty within the team.,1.0,"In a surprising turn of events, the new regulations actually encourage uncertainty in the market.",1.0,The ambiguous statements made by the politician did nothing but encourage uncertainty among the voters.,1.0,"The novel's complex narrative structure serves to encourage uncertainty in its readers, keeping them engaged.",1.0,"5.5
",0.95
encourage,vicar,ARG0,The vicar encouraged the congregation to participate more actively in community service.,1.0,The vicar encouraged the youth group to organize a charity event.,1.0,The vicar encouraged the choir to learn new hymns for the upcoming holiday service.,1.0,The vicar encouraged the parish council to consider new outreach programs.,1.0,The vicar encouraged the community to welcome the new members with open hearts.,1.0,"5.6
",1.0
encourage,vicar,ARG1,The vicar encourages the community to come together for the annual food drive.,1.0,The vicar encourages his congregation to practice kindness and compassion in their daily lives.,1.0,The vicar encourages the youth group to participate in volunteer work.,1.0,The vicar encourages dialogue and understanding among different faith communities.,1.0,The vicar encourages the choir to try new hymns and musical arrangements.,1.0,"4.7
",1.0
hear,appeal,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"1.7
",0.0
hear,appeal,ARG1,The judges will hear the appeal next week.,1.0,They are scheduled to hear the appeal on the new evidence.,1.0,The high court agreed to hear the appeal before the end of the year.,1.0,"Due to the complexity of the case, it took months to hear the appeal.",1.0,The panel of experts convened to hear the appeal regarding the environmental regulations.,1.0,"6.4
",1.0
hear,board,ARG0,The board heard the employee's proposal with great interest.,0.75,"During the meeting, the board heard the financial report and prepared to make decisions.",0.75,The board heard rumors of a merger and immediately sought to verify the information.,1.0,"After the presentation, the board heard the concerns of the shareholders and promised to address them.",1.0,The board heard the CEO's strategy for the upcoming year and expressed their support.,1.0,"5.4
",0.9
hear,board,ARG1,The board hears the concerns of the shareholders at the annual meeting.,0.75,"During the meeting, the board heard the proposal for the new project.",1.0,The board heard the employee's request for better working conditions.,1.0,"At the conference, the board heard the latest industry trends and predictions.",1.0,The board heard the financial report and prepared to make decisions.,0.75,"2.8
",0.9
hear,case,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"1.4
",0.0
hear,case,ARG1,"I heard the case with great interest, focusing on every detail presented.",0.75,The jury heard the case before deliberating on the verdict for hours.,1.0,"After weeks of investigation, the detective finally heard the case that puzzled the town.",0.75,"The judge heard the case, considering all evidence before making a ruling.",1.0,"They heard the case on the news, discussing the implications for the community.",0.75,"5.8
",0.85
hear,committee,ARG0,The committee heard the concerns raised by the local community.,1.0,The committee heard the proposal for the new project with great interest.,1.0,The committee heard the final report and prepared to make a decision.,1.0,The committee heard the expert's testimony on the matter.,1.0,The committee heard the updates on the budget allocation for the next fiscal year.,0.75,"5.8
",0.95
hear,committee,ARG1,The committee heard the concerns of the local residents.,1.0,"During the meeting, the committee heard the latest updates from the project manager.",1.0,The committee heard the proposal for the new community center with great interest.,1.0,"After much deliberation, the committee heard the final decision on the budget allocation.",1.0,The committee heard the testimonies of the witnesses during the investigation.,1.0,"4.1
",1.0
hear,court,ARG0,The court heard the final arguments before making a decision.,0.75,"In the quiet of the night, the court heard the evidence presented by the prosecution.",0.75,"Throughout the trial, the court heard numerous witnesses recount the events of that day.",0.75,"The court heard the plea of the defendant, considering it carefully before proceeding.",0.75,"After much deliberation, the court heard the closing statements from both sides.",0.75,"6.4
",0.75
hear,court,ARG1,The court heard the final arguments before making a decision.,0.75,,0.0,The court heard the witness's testimony with great attention.,0.75,,0.0,The court heard the plea for mercy but remained unmoved.,0.75,"5.2
",0.45
hear,ear,ARG0,The ear hears the soft murmur of the wind.,0.75,An ear can hear the faintest whisper in a quiet room.,0.5,The ear hears the distant sound of thunder before the storm arrives.,0.25,An ear hears the melody of birdsong at dawn.,0.25,The ear hears the rustle of leaves underfoot on an autumn day.,0.75,"6.8
",0.5
hear,ear,ARG1,The ear hears the faintest whispers from across the room.,0.75,An ear can hear sounds that are imperceptible to other parts of the body.,1.0,,0.25,"The ear hears not just the words, but the emotion behind them.",1.0,,0.25,"1.3
",0.65
hear,girl,ARG0,The girl heard a strange noise coming from the attic.,1.0,"Every morning, the girl hears the birds singing outside her window.",1.0,"At the concert, the girl heard her favorite song being played live for the first time.",1.0,"While walking through the forest, the girl heard the rustling of leaves underfoot.",1.0,The girl heard her name being called out in the crowd and turned to look.,1.0,"6.8
",1.0
hear,girl,ARG1,The girl heard a strange noise coming from the attic.,1.0,"Every morning, the girl hears the birds singing outside her window.",1.0,"At the concert, the girl heard her favorite song being played live for the first time.",1.0,"In the middle of the night, the girl heard her phone ringing incessantly.",1.0,"While walking through the forest, the girl heard the rustling of leaves behind her.",1.0,"6.5
",1.0
hear,knock,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"1.1
",0.0
hear,knock,ARG1,I heard a knock at the door.,1.0,She heard a knock and hurried to answer it.,1.0,They heard a knock and paused their conversation.,1.0,He heard a knock in the middle of the night.,1.0,We heard a knock and wondered who it could be.,1.0,"6.2
",1.0
hear,man,ARG0,The man heard a faint whisper in the night.,1.0,A man heard the distant sound of drums echoing through the valley.,1.0,"Every morning, the man hears the birds singing outside his window.",1.0,"In the silence of the library, the man heard his phone ring embarrassingly loud.",1.0,"During the storm, the man heard the relentless pounding of rain on the roof.",1.0,"6.7
",1.0
hear,man,ARG1,The man heard a strange noise in the middle of the night.,1.0,A man heard his name being called out in the crowded market.,1.0,"Every morning, the man heard the birds singing outside his window.",1.0,"In the silence of the library, the man heard his phone ring embarrassingly loud.",1.0,"During the concert, the man heard a melody that reminded him of his childhood.",1.0,"6.5
",1.0
hear,moan,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"1.1
",0.0
hear,moan,ARG1,I could clearly hear the moan coming from the other room.,1.0,"During the night, they heard a moan that chilled them to the bone.",1.0,"While exploring the abandoned house, we heard a moan that seemed to echo through the empty halls.",1.0,"As she read the letter, a moan of despair was all she could hear from herself.",1.0,He heard a moan of pain and rushed to help.,1.0,"5.8
",1.0
hear,sound,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"1.1
",0.0
hear,sound,ARG1,I can hear the sound of rain against the window.,1.0,She heard the sound of footsteps behind her.,1.0,They often hear the sound of the city while they work.,1.0,You might hear the sound of the ocean from your room.,1.0,We could hear the sound of the bells ringing in the distance.,1.0,"6.8
",1.0
hear,voice,ARG0,,0.0,,0.0,,0.0,,0.0,,0.0,"1.2
",0.0
hear,voice,ARG1,I can hear a voice calling out in the distance.,1.0,She heard a voice whisper her name in the dark.,1.0,They heard a voice singing softly through the night.,1.0,He heard a voice instructing him to stop immediately.,1.0,We heard a voice laughing eerily in the empty house.,1.0,"6.5
",1.0
hit,baby,ARG0,The baby hit the drum with enthusiasm.,1.0,"In a surprising turn of events, the baby hit the top score in the mobile game.",0.25,"The baby hit the spoon against the high chair, creating a rhythmic sound.",1.0,"During playtime, the baby hit the ball back to the parent with a giggle.",1.0,The baby hit a new milestone by taking her first steps.,1.0,"6.2
",0.85
hit,baby,ARG1,The ball accidentally hit the baby in the stroller.,1.0,,0.0,The sun's rays hit the baby's delicate skin too harshly.,0.25,A wave of cold air hit the baby as the door opened.,0.75,"The stray soccer ball hit the baby, causing a loud cry.",1.0,"3.6
",0.6
hit,ball,ARG2,The player hit the ball with a powerful swing.,1.0,"During the match, she hit the ball right into the corner of the court.",1.0,He hit the ball so hard that it flew over the fence.,1.0,"They practiced for hours, trying to hit the ball with perfect timing.",1.0,"After adjusting her stance, she finally hit the ball straight down the fairway.",1.0,"5.7
",1.0
hit,ball,ARG1,The player hit the ball with a powerful swing.,1.0,"During the match, she hit the ball right into the corner of the court.",1.0,He hit the ball so hard it flew over the fence.,1.0,"In the final inning, the batter hit the ball and made a home run.",1.0,"After adjusting her stance, the golfer hit the ball onto the green.",1.0,"6.1
",1.0
hit,brother,ARG0,My brother hit the baseball right out of the park.,1.0,"Yesterday, my brother hit a new high score on his favorite video game.",1.0,"In frustration, my brother hit the table with his fist.",1.0,"During the match, my brother hit his opponent with a surprising uppercut.",1.0,"After years of practice, my brother finally hit the perfect note on his guitar.",1.0,"4.7
",1.0
