predicate,argument,sentence 1,sub-fit score 1,sentence 2,sub-fit score 2,sentence 3,sub-fit score 3,sentence 4,sub-fit score 4,sentence 5,sub-fit score 5,actual_fit,exp_fit
wait,bedroom,She had to wait in the bedroom until the surprise party was ready.,1.0,They decided to wait in the bedroom while the movers handled the furniture.,1.0,He chose to wait in the bedroom for the paint in the living room to dry.,1.0,I will wait in the bedroom until the cleaning crew finishes with the kitchen.,1.0,We agreed to wait in the bedroom until the storm passed.,1.0,1.6,1.0
swim,bathtub,The children love to swim in the bathtub.,0.8,He learned to swim in a small bathtub at his grandmother's house.,0.6,Can you believe she practiced to swim in her tiny bathtub?,0.2,,0.3,"After adding toys, the bathtub became a fun place to swim for the puppy.",0.9,2.3,0.56
swim,lake,"Every summer, we swim in the lake to cool off.",1.0,The children love to swim in the lake near their grandparents' house.,1.0,Many tourists come to swim in the lake because of its clear blue water.,1.0,Fishermen often see people swim in the lake while they are out on their boats.,1.0,It's a tradition for the town's residents to swim in the lake on the first day of spring.,1.0,6.7,1.0
swim,pool,The children love to swim in the pool during summer.,1.0,"Every morning, she goes to swim in the pool to start her day.",1.0,They decided to swim in the pool to cool off from the heat.,1.0,He learned how to swim in the pool at his grandparents' house.,1.0,"After cleaning it, the pool was ready for everyone to swim in.",1.0,7,1.0
swim,puddle,The children love to swim in the puddle after a heavy rain.,0.8,"Every spring, the ducks find a way to swim in the puddle near the old oak tree.",1.0,"After the storm, the backyard was so flooded that you could swim in the puddle that formed.",0.8,The dog couldn't resist the urge to swim in the puddle left by the overnight downpour.,1.0,"They set up a small, makeshift race to see who could swim across the puddle the fastest.",0.8,1.2,0.88
swim,ocean,"The dolphins swim in the ocean, moving gracefully through the water.",1.0,"Every summer, we go to the beach to swim in the ocean and enjoy the waves.",1.0,"The shipwreck lies deep beneath the surface, where only the bravest dare to swim in the ocean.",1.0,Marine biologists swim in the ocean to study coral reefs and their inhabitants.,1.0,"Legends tell of ancient creatures that swim in the ocean, hidden from the eyes of mankind.",1.0,6.6,1.0
swim,beach,They decided to swim near the beach to enjoy the clear waters.,0.9,The children love to swim at the beach during summer vacations.,1.0,We often swim by the beach where the waves are gentle.,0.9,Many tourists come to swim along the beach for its beautiful scenery.,1.0,You can see dolphins if you swim close to the beach early in the morning.,0.9,6.2,0.94
swim,desert,Mirages made it seem like you could swim in the desert.,0.1,"In the novel, the protagonist imagines a world where people can swim through the desert as if it were an ocean.",0.2,,0.1,,0.1,"During the intense heatwave, it felt as though one could swim in the air above the desert.",0.9,1,0.28
swim,swamp,"The alligator decided to swim in the swamp, searching for its next meal.",1.0,"During their adventure, they found a secluded spot to swim in the swamp, surrounded by nature's silence.",0.7,Legends say that a mysterious creature used to swim through the swamp at midnight.,1.0,The children were warned never to swim in the swamp due to the dangers lurking beneath its surface.,1.0,,0.8,1.5,0.9
swim,creek,The children decided to swim in the creek to cool off during the hot summer day.,1.0,"Every morning, the ducks swim across the creek, creating a serene scene.",1.0,"They found a secluded spot to swim in the creek, surrounded by towering trees.",1.0,"After hiking for hours, swimming in the crystal-clear creek was incredibly refreshing.",1.0,"Local legends say that at midnight, mystical creatures swim in the creek under the full moon.",1.0,2.9,1.0
pray,temple,"Every morning, the villagers gather at the temple to pray for good health.",1.0,The ancient temple is a serene place where people from all walks of life come to pray.,1.0,"During the festival, the temple becomes a vibrant hub where thousands pray for prosperity.",1.0,,0.9,"The temple, perched atop the hill, offers a breathtaking view for those who come to pray.",1.0,6.8,0.98
pray,church,"Every Sunday, the community gathers to pray at the church.",1.0,They decided to pray at the church for peace in the world.,1.0,"Before the journey, she went to pray at the church for safe travels.",1.0,Many people came to pray at the church after the tragedy.,1.0,He goes to pray at the church every evening for his family's well-being.,1.0,7,1.0
pray,casino,They gathered in the casino to pray for luck before starting their games.,0.9,"In the heart of the casino, a small chapel allowed gamblers to pray for fortune.",0.9,"Before the grand opening, the casino staff came together to pray for success and safety within its walls.",0.9,A quiet corner of the casino was unexpectedly turned into a space where people could pray for good outcomes.,0.8,"Amidst the noise and lights, there was a moment where everyone in the casino paused to pray for a fellow player's health.",1.0,4.2,0.9
pray,school,"Every morning, the children gather in the school to pray for a day filled with learning and kindness.",1.0,"In the quiet corner of the school, a small group meets during lunch to pray for peace and unity among students.",0.9,"Before the final exams, students assembled in the school auditorium to pray for success and clarity.",0.8,,0.6,"After the tragic event, the community came together in the school gym to pray for healing and comfort.",0.8,4.1,0.82
pray,cemetery,"Every Sunday, the group would gather at the cemetery to pray for their departed loved ones.",1.0,She found solace in going to the cemetery to pray in the quiet mornings.,0.9,They chose the cemetery as a peaceful location to pray and remember those they had lost.,0.9,"In the cemetery, visitors often stopped to pray before the graves of unknown soldiers.",1.0,He would visit the cemetery to pray for guidance during difficult times in his life.,0.9,6,0.94
pray,kitchen,,0.2,"She found herself in the kitchen, praying silently for strength to face the challenges ahead.",1.0,,0.2,"Every morning, they would pray together in the kitchen, starting the day with gratitude.",0.9,,0.2,2.2,0.5
pray,theatre,They gathered in the theatre to pray for the success of their performance.,1.0,"The community came together to pray in the theatre, seeking solace after the tragedy.",0.9,"In the quiet of the theatre, the actors took a moment to pray before the curtain rose.",1.0,"The theatre, usually alive with dialogue and music, was silent as the group came to pray.",1.0,Every seat in the theatre was filled as people came to pray for peace in times of turmoil.,1.0,1.5,0.98
confess,church,He decided to confess his sins at the church before the evening service.,1.0,"They went to the church to confess, finding solace in its quiet halls.",1.0,"After years of hesitation, she finally walked into the church to confess her past mistakes.",1.0,The church was the only place where he felt comfortable enough to confess his deepest fears.,1.0,"Every Sunday, the community gathered at the church, where many took the opportunity to confess and seek guidance.",1.0,6.9,1.0
confess,school,He decided to confess his love for her in the quiet of the old school library.,0.8,"They chose to confess their prank not in the principal's office, but right in the middle of the school courtyard.",0.8,,0.2,,0.2,,0.2,4.2,0.44
confess,court,"In the quiet of the night, he decided to confess his crimes in court the next day.",1.0,She was determined to confess her involvement in the scheme when she stood in court.,1.0,They agreed to confess their illegal activities once they were brought to court.,0.9,He had made up his mind to confess to the theft as soon as he was in court.,1.0,"After much deliberation, she chose to confess her secret during the court session.",0.9,6,0.96
confess,office,He decided to confess his feelings to her in the quiet of his office.,1.0,"The suspect chose to confess to the crime in the detective's office, seeking a semblance of privacy.",1.0,,0.2,"In the safety of his office, the CEO confessed to the board members about the impending financial crisis.",1.0,,0.2,3,0.68
confess,studio,"In the studio, the artist confessed to using unconventional materials for her sculptures.",1.0,The band confessed in the studio that they had never played live before recording their hit album.,1.0,,0.2,,0.2,,0.2,1.7,0.52
confess,hearing,"He decided to confess during the hearing, finding it the most appropriate location for his revelation.",0.9,"In the quiet of the hearing, she chose that moment to confess, feeling the location lent gravity to her words.",0.9,"They agreed to confess at the hearing, believing the location would ensure their statement was officially recorded.",1.0,,0.2,"She whispered her confession during the hearing, the location amplifying the impact of her words.",0.9,5.3,0.78
confess,jail,"He decided to confess in jail, where he felt the weight of his actions.",1.0,,0.2,,0.2,,0.2,"During the night, in the quiet of the jail, he whispered his confession to the guard.",1.0,3.8,0.52
sleep,bathtub,"After a long day, she decided to sleep in the bathtub, finding its contours surprisingly comfortable.",0.8,He filled the bathtub with pillows and blankets to sleep in it during the hot summer nights.,0.8,"The cat found its new favorite spot to sleep in the bathtub, enjoying the cool porcelain.",0.9,"During the renovation, when her bedroom was unavailable, she set up a makeshift bed to sleep in the bathtub.",0.7,"Lost in his thoughts, he didn't realize he had fallen asleep in the bathtub until he woke up hours later.",0.8,2.2,0.8
sleep,tent,"Last summer, we decided to sleep in a tent to truly experience nature.",1.0,"During the camping trip, everyone had to sleep in a tent under the stars.",1.0,,0.8,"To escape the city's hustle, they chose to sleep in a tent amidst the forest.",0.9,"After hiking all day, they were too tired and decided to sleep in a tent by the trail.",1.0,5.9,0.94
sleep,bedroom,She always sleeps soundly in her bedroom.,1.0,"During the storm, the children were scared but managed to sleep in the bedroom.",1.0,He prefers to sleep in the bedroom rather than on the couch.,1.0,"While visiting, they let me sleep in the guest bedroom.",1.0,"After a long day, nothing feels better than to sleep in your own bedroom.",1.0,7,1.0
sleep,hotel,"After a long day of travel, they finally got to sleep in the hotel.",1.0,She prefers to sleep in a hotel rather than a hostel for added comfort.,1.0,"During the conference, he could only find time to sleep at the hotel.",1.0,They found a quiet hotel to sleep in after the concert.,1.0,"On their road trip, they chose to sleep in a different hotel each night.",1.0,6.3,1.0
sleep,chair,"After a long day, he found himself able to sleep in the chair comfortably.",0.8,The cat loves to sleep on the chair by the window.,1.0,She can sleep in the chair while waiting for her flight at the airport.,0.8,He often falls asleep in the chair while reading a book.,0.9,"During the meeting, I noticed a toddler asleep in the chair in the corner.",1.0,4.6,0.9
sleep,car,They decided to sleep in the car during their road trip.,0.9,"After the concert, exhausted, she found a quiet spot to sleep in the car.",0.9,"Unable to find a hotel, he had no choice but to sleep in the car.",1.0,She transformed the backseat into a cozy nook to sleep in the car on long journeys.,1.0,"During the camping trip, when the tent got flooded, they had to sleep in the car.",0.9,4.1,0.94
sleep,trailer,"Last summer, we decided to sleep in the trailer to feel closer to nature.",0.9,"During the road trip, they found a quiet spot to park and sleep in the trailer.",1.0,He set up a cozy bed to sleep in the trailer while the stars shone brightly outside.,1.0,"To save money on their journey, they chose to sleep in the trailer at a campsite.",1.0,"After a long day of hiking, sleeping in the trailer felt like a luxury.",0.9,5.6,0.96
sleep,concert,,0.1,Many fans decided to sleep outside the concert venue to secure their spots for the next day's performance.,0.5,,0.1,Some attendees were so exhausted that they found a quiet corner to sleep in during the concert.,0.8,,0.1,1.5,0.32
wash,lake,They decided to wash their muddy boots in the lake after the hike.,1.0,The villagers wash their clothes in the lake every morning.,1.0,You can wash the dirt off the vegetables in the lake before cooking them.,0.8,Farmers often wash their tools in the lake before heading home.,0.9,Children love to wash their pets in the lake during the summer.,1.0,4,0.94
wash,bathroom,I need to wash the floor in the bathroom.,1.0,She decided to wash the walls in the bathroom to remove the mold.,1.0,They are going to wash the windows in the bathroom for a clearer view.,1.0,He always washes the mirror in the bathroom to keep it spotless.,1.0,We must wash the tiles in the bathroom to maintain their shine.,1.0,7,1.0
wash,laundromat,I decided to wash my bulky blankets at the laundromat because my home washer is too small.,1.0,"Every Sunday, we go to the laundromat to wash our clothes for the week.",1.0,"After spilling coffee on my favorite jacket, I rushed to the laundromat to wash it.",1.0,They had to wash their camping gear at the laundromat after returning from the trip.,1.0,"Before moving out, she went to the laundromat to wash all her bedding and curtains.",1.0,4.9,1.0
wash,puddle,The children decided to wash their muddy boots in the puddle.,0.8,"After the rain, the birds came to wash themselves in the puddle.",1.0,She found her dog trying to wash its paws in the puddle.,1.0,They used the puddle to wash the dirt off their bicycle tires.,0.8,,0.2,1.2,0.76
wash,pool,"They decided to wash the car near the pool, where water was readily available.",0.8,"After the party, they had to wash all the dishes by the pool since the kitchen was too crowded.",0.8,The dog loves to play and wash itself in the area around the pool.,0.8,,0.7,,0.7,2.5,0.76
wash,factory,,0.2,,0.2,,0.2,"After the chemical spill, a team was sent to the factory to wash down all the contaminated surfaces.",1.0,The annual spring cleaning event saw volunteers coming to the factory to wash and clean the premises.,0.8,2.5,0.48
wash,hospital,"After the outbreak, they had to thoroughly wash the hospital to ensure it was free of contaminants.",0.9,The team decided to wash the hospital floors nightly to maintain a sterile environment.,0.9,"To prevent the spread of infection, it's crucial to wash the hospital walls and surfaces regularly.",0.9,,0.2,"Before opening the new wing, they needed to wash the hospital thoroughly to meet health standards.",0.9,5.6,0.76
run,house,,0.8,,0.8,"Local artists run a house as a gallery, showcasing their work in a cozy, domestic setting.",1.0,The community group will run a house as a pop-up library during the summer months.,1.0,A group of volunteers run a house as a center for tutoring children in the neighborhood.,1.0,2.8,0.92
run,track,"Every morning, she likes to run around the track to start her day.",1.0,The athletes are preparing to run on the track for the final race.,1.0,He decided to run along the track to improve his stamina.,1.0,They often run the track as part of their training routine.,1.0,"After school, the kids run laps on the track for their sports practice.",1.0,6.9,1.0
run,treadmill,"Every morning, she likes to run on the treadmill to start her day with energy.",1.0,He decided to run on the treadmill since the weather outside was too harsh for a jog.,1.0,"To prepare for the marathon, they often run on the treadmill when outdoor conditions are not ideal.",1.0,Running on the treadmill has become a crucial part of her training routine.,1.0,"After work, he finds it relaxing to run on the treadmill while watching his favorite TV show.",1.0,6.8,1.0
run,gymnasium,"Every morning, she likes to run around the gymnasium to warm up before her workout.",1.0,The athletes run through the gymnasium as part of their cross-training regimen.,1.0,"During the charity event, participants will run inside the gymnasium to raise funds.",1.0,"To escape the rain, they decided to run laps in the gymnasium instead of the outdoor track.",1.0,"The children run across the gymnasium playing tag, filling the space with laughter and energy.",1.0,6.4,1.0
run,sidewalk,"Every morning, she likes to run on the sidewalk to start her day with energy.",1.0,They decided to run along the sidewalk to catch the bus on time.,1.0,"During the marathon, participants will run on the sidewalk for safety reasons.",1.0,He prefers to run on the sidewalk rather than on the busy road.,1.0,"To avoid the mud, we will run on the sidewalk until we reach the park.",1.0,5.5,1.0
run,road,The marathon will run along this road for most of the race.,1.0,"Every morning, she likes to run down the old country road.",1.0,The new running event will run through the main road of the city.,1.0,They plan to run the 5K race on the scenic road by the lake.,1.0,The annual charity run will run across the historic road in the heart of the town.,1.0,5.2,1.0
run,restaurant,They decided to run the meeting in a restaurant to make it more casual.,1.0,The charity event will run in the restaurant that has generously offered its space.,1.0,The cooking class is scheduled to run in the restaurant's kitchen area next week.,0.8,,0.8,The pop-up art gallery will run in the restaurant during its off hours.,1.0,1.3,0.92
fish,ocean,The ocean is teeming with a variety of fish.,1.0,Many species of fish thrive in the cold depths of the ocean.,1.0,Fish find shelter among the coral reefs in the ocean.,1.0,The ocean provides a vast hunting ground for predatory fish.,1.0,"In the ocean, fish often travel in schools to protect themselves from predators.",1.0,6.4,1.0
fish,lake,We often fish in the lake during summer weekends.,1.0,Many locals fish the lake for its abundant trout.,1.0,They plan to fish the lake early in the morning to avoid the heat.,1.0,You can fish the lake from a boat or the pier.,1.0,"After getting a permit, we decided to fish the lake near the campground.",1.0,6.8,1.0
fish,pool,The children love to fish in the pool stocked with trout.,1.0,"Every summer, we fish in the pool behind the old mill.",1.0,They decided to fish in the pool that was rumored to be filled with exotic species.,1.0,Can we fish in the pool at the farm where they raise carp?,1.0,I learned to fish in the pool near my grandmother's house.,0.5,1.1,0.9
fish,puddle,"The frog hopped from the puddle, where it had been fishing for tiny insects.",0.9,"After the rain, children gathered around the puddle, fishing for reflections of the sky.",1.0,"In the middle of the forest, a bear was seen fishing in a large puddle for its supper.",0.8,"The bird, not finding a stream, resorted to fishing in a shallow puddle for worms.",1.0,"A curious cat spent the afternoon fishing in a puddle, pawing at leaves and imagining them as fish.",1.0,1,0.94
fish,pond,The children love to fish in the pond near their house.,1.0,"Every summer, we go to the pond to fish for bass.",1.0,He taught his grandson how to fish at the old pond.,1.0,They found a quiet spot to fish at the pond's edge.,1.0,She prefers to fish in the pond because it's less crowded than the river.,1.0,5,1.0
fish,river,"Every summer, we fish in the river that winds through the valley.",1.0,They often fish the river early in the morning to catch trout.,1.0,Local legends say that you can still fish for gold in the river if you know where to look.,1.0,"Tourists come from all over to fish the river, renowned for its clear waters and abundant fish.",1.0,"After the rain, the river swells, making it an ideal time to fish for salmon.",1.0,6.2,1.0
fish,swamp,We often fish in the swamp where the water lilies grow.,1.0,"They decided to fish near the swamp, hoping to catch something big.",1.0,"You can always find him fishing by the quiet swamp, where the frogs sing at night.",1.0,"Many locals fish in the swamp, claiming it's the best spot in the area.",1.0,"She loves to fish in the swamp, especially during the early hours of the morning.",1.0,2.5,1.0
weigh,supermarket,They decided to weigh the produce at the supermarket to ensure accuracy.,1.0,"Before purchasing, customers can weigh their options at the supermarket's comparison scale.",1.0,"To get the best deal, weigh your bulk items at the supermarket's digital scales.",1.0,Many people prefer to weigh their fruits and vegetables at the supermarket for precise pricing.,1.0,,0.2,6.7,0.84
weigh,bathroom,The scale used to weigh the contestants was set up in the bathroom.,0.7,"Before taking a shower, he decided to weigh himself in the bathroom.",1.0,,0.2,,0.2,"After the renovation, the only place to weigh yourself was in the bathroom.",1.0,6.4,0.62
weigh,gymnasium,The new equipment was delivered and they decided to weigh it in the gymnasium before installation.,1.0,"Before the competition, all the weights are required to be verified, so they set up scales to weigh them in the gymnasium.",1.0,"To ensure accuracy, the team decided to weigh the boxing gloves in the gymnasium where the match would take place.",1.0,,0.1,They had to weigh the shipment of fitness equipment in the gymnasium to confirm the order was complete.,1.0,5.7,0.82
weigh,hospital,The new medical equipment was first weighed at the hospital before being used.,1.0,All the donated supplies are required to be weighed at the hospital to ensure they meet the necessary standards.,1.0,,0.1,"Before distribution, the pharmaceuticals are carefully weighed at the hospital to ensure accurate dosages.",1.0,,0.1,5.5,0.64
weigh,restaurant,,0.1,,0.1,,0.1,,0.1,,0.1,3.6,0.1
weigh,sauna,,0.1,,0.1,,0.1,,0.1,,0.1,2.5,0.1
weigh,bar,The bar where they weigh gold nuggets is always crowded.,1.0,"In the lab, there's a special bar where they weigh chemical compounds.",1.0,,0.1,,0.1,,0.1,1.6,0.46
weigh,classroom,,0.1,"In the classroom, they had a special corner to weigh the backpacks of students to ensure they weren't too heavy.",0.9,,0.1,,0.1,The teacher decided to weigh the box of old textbooks in the classroom before deciding if they should be moved to the library.,1.0,2.6,0.44
weigh,delicatessen,,0.1,,0.1,,0.1,Customers can watch as their purchases are weighed at the delicatessen's specialized weighing station.,1.0,The best place to weigh out bulk spices is at the delicatessen's prep area.,0.9,6.3,0.44
rescue,lake,The firefighters managed to rescue the drowning swimmer from the lake.,1.0,A team was dispatched to rescue the stranded boat in the middle of the lake.,1.0,"During the hike, they had to rescue a lost puppy near the lake.",0.9,The rescue operation for the missing fisherman focused on the northern part of the lake.,1.0,Authorities had to rescue several campers trapped by rising waters along the lake's edge.,0.9,5.9,0.96
rescue,tree,The firefighters managed to rescue the cat from the tree.,1.0,"During the storm, the bird's nest was rescued by securing it back into the tree.",1.0,They had to rescue the kite that got tangled in the tree.,1.0,,0.1,A team was dispatched to rescue the rare bird species spotted in the tree.,1.0,4.8,0.82
rescue,house,The firefighters managed to rescue the family from the burning house.,1.0,"During the flood, emergency teams worked tirelessly to rescue stranded pets from each house in the affected area.",0.9,"The rescue operation focused on the house at the end of the street, where an elderly couple was trapped.",1.0,,0.2,The coast guard executed a daring rescue to save a group of tourists trapped in a house surrounded by rising waters.,1.0,4.9,0.82
rescue,park,The firefighters managed to rescue the trapped animals in the park.,1.0,,0.7,,0.7,A daring rescue operation was conducted at the park to save a dog stuck in the pond.,1.0,,0.7,3.9,0.82
rescue,cave,The team managed to rescue the trapped hikers from the cave.,1.0,"After days of planning, the divers executed a rescue operation in the cave.",1.0,The rescue dog led the team through the cave to find the missing child.,0.0,"During the expedition, they had to rescue their equipment from the flooded cave.",1.0,The documentary highlighted a dramatic rescue that took place inside the cave.,1.0,3.8,0.8
rescue,mine,The team managed to rescue the trapped miners from deep within the mine.,1.0,Emergency services were quick to respond and rescue the injured workers inside the mine.,1.0,"After the explosion, a daring operation was launched to rescue survivors from the collapsed mine.",1.0,The rescue dogs were sent into the mine to search for any signs of life after the cave-in.,1.0,Helicopters were used to airlift the equipment needed to rescue those stuck in the remote mine.,1.0,4.4,1.0
rescue,ocean,The coast guard managed to rescue the stranded sailors near the turbulent ocean.,0.9,"During the fierce storm, the rescue team was dispatched to the ocean to search for the missing boat.",1.0,A daring rescue operation took place in the middle of the ocean to save a family from a sinking yacht.,1.0,The navy conducted a rescue mission in the vast ocean to retrieve the crew of the capsized fishing vessel.,1.0,,0.7,4.8,0.92
rescue,battlefield,The soldiers were rescued from the battlefield just in time before the enemy forces regrouped.,1.0,,0.8,A daring mission was undertaken at night to rescue stranded troops from the battlefield.,1.0,Medics rushed into the battlefield to rescue and provide immediate care to the injured soldiers.,1.0,"After the ceasefire, a team was dispatched to the battlefield to rescue any survivors trapped in the debris.",1.0,6,0.96
rescue,prison,The firefighters managed to rescue the trapped individuals from the burning prison.,1.0,"During the war, a daring operation was conducted to rescue hostages from the enemy prison.",1.0,A team of special forces was deployed to rescue the captured soldiers from the underground prison.,1.0,,0.8,An international NGO successfully organized a mission to rescue political prisoners from the high-security prison.,1.0,2.8,0.96
exercise,car,,0.1,They decided to exercise in the spacious backseat of the stationary car.,0.8,"In the world of virtual reality, one could even exercise in a simulated car environment.",0.5,The innovative gym designed the interior of a car as a unique place for clients to exercise.,0.7,,0.1,1.4,0.44
exercise,gymnasium,"Every morning, she goes to the gymnasium to exercise.",1.0,The team gathered in the gymnasium to exercise before the big game.,1.0,He prefers to exercise in the gymnasium where he has access to more equipment.,1.0,"During winter, many people use the gymnasium to exercise and stay fit.",1.0,The new fitness program encourages participants to exercise regularly in the gymnasium.,1.0,7,1.0
exercise,house,They decided to exercise in the house to avoid the bad weather.,1.0,"Every morning, she sets up her yoga mat to exercise in the house.",1.0,"To stay fit, he transformed a room into a gym to exercise in the house.",1.0,"During the lockdown, everyone had to find creative ways to exercise in the house.",1.0,She followed an online workout program to exercise in the house.,1.0,5.1,1.0
exercise,school,The students go to the school to exercise during physical education classes.,1.0,Many people use the school's gym to exercise after hours.,0.9,,0.6,,0.6,The school has a designated zone for teachers and students to exercise during breaks.,0.8,4.9,0.78
exercise,track,"Every morning, she goes to the track to exercise.",1.0,They decided to exercise on the track because it was less crowded.,1.0,"To improve his stamina, he regularly exercises at the track.",1.0,The coach recommended the track as the best place to exercise for the upcoming marathon.,1.0,"After work, they often meet at the track to exercise together.",1.0,6.9,1.0
exercise,stadium,"Every morning, the team goes to the stadium to exercise before the day gets too hot.",1.0,"The stadium offers a perfect location to exercise, with its open space and fresh air.",0.9,Many athletes gather at the stadium to exercise and improve their skills.,1.0,"The community exercise program is held in the stadium, providing ample space for everyone.",1.0,"During the off-season, the stadium is open to the public for exercise and recreation.",1.0,4.4,0.98
exercise,campground,Many people go to the campground to exercise in the fresh air.,0.9,,0.3,"During our stay, we found that the campground was a perfect location to exercise early in the morning.",0.9,"They organized a group exercise session at the campground, taking advantage of the spacious area.",0.9,"Exercising at the campground, with its tranquil surroundings, was an incredibly rejuvenating experience.",1.0,3.5,0.8
study,mall,They decided to study at the mall because it was surprisingly quiet.,0.8,The group found a cozy corner in the mall to study for their upcoming exams.,0.9,"While most people shopped, she chose to study in the mall's food court.",0.9,,0.2,"Despite the hustle and bustle, the mall provided a unique atmosphere to study and observe people.",0.9,1.6,0.74
study,library,She decided to study in the library for her final exams.,1.0,They often study at the library because it's quiet and conducive to learning.,1.0,He found a cozy corner in the library to study for his thesis.,1.0,"To prepare for the upcoming competition, the team chose to study together in the library.",1.0,"After school, she goes to the library to study until it closes.",1.0,6.9,1.0
study,bank,"They decided to study in the bank's quiet conference room, finding it an unexpectedly perfect spot for concentration.",0.9,,0.2,"She chose to study the river's ecosystem right from the bank, where she could get the best view of the water and its inhabitants.",1.0,,0.2,"They went to the bank to study its history, exploring the old building's archives for their research project.",1.0,1.5,0.66
study,gymnasium,They decided to study in the gymnasium because it was quiet and spacious.,1.0,The group gathered in the gymnasium to study for their upcoming exams.,1.0,"After school, the gymnasium turns into a study hall for students who need a place to focus.",1.0,"During the summer, the gymnasium was repurposed as a study area for the community.",1.0,She found that studying in the gymnasium helped her concentrate better than in the library.,1.0,2.1,1.0
study,car,"They decided to study in the car, where it was surprisingly quiet.",0.9,She found the backseat of her car the perfect spot to study undisturbed.,0.8,He transformed his old car into a cozy place to study for his exams.,0.9,,0.1,"Finding the library too crowded, he opted to study in his car, parked under a shady tree.",0.9,2.5,0.72
study,office,She decided to study in her office where it was quiet and she could concentrate.,1.0,"During the weekends, he often went to his office to study for his upcoming exams.",0.9,,0.8,"I found her studying in the office, surrounded by piles of books and papers.",1.0,"To prepare for the certification, he would study in the office after hours when it was empty.",1.0,4.4,0.94
study,bedroom,She decided to study in her bedroom for better concentration.,1.0,He transformed his bedroom into a quiet study space.,1.0,They often study together in the spacious bedroom at the corner of the house.,1.0,"After rearranging her bedroom, she found it to be the perfect spot to study.",1.0,"Despite the noise outside, his bedroom provided a serene environment to study.",1.0,5.8,1.0
study,dormitory,She decided to study in the dormitory where it was quiet and peaceful.,1.0,,0.8,He found a cozy corner in the dormitory to study for his mathematics test.,0.9,"During finals week, the dormitory becomes a popular place to study late into the night.",1.0,"To avoid distractions, she went to her friend's dormitory to study for the chemistry quiz.",1.0,5.7,0.94
study,classroom,The students decided to study in the classroom to prepare for their upcoming exams.,1.0,"She found it easier to concentrate when she would study in the classroom, away from the distractions of home.",1.0,"Every evening, the group gathered to study in the classroom, making use of the quiet space.",1.0,"He preferred to study in the classroom, where all the necessary resources were within reach.",1.0,"To get a head start on the material, they met early to study in the classroom before the school day began.",1.0,6.2,1.0
escape,hospital,The patient managed to escape from the hospital late at night.,1.0,"After weeks of planning, he finally found a way to escape the hospital's security.",1.0,"During the chaos of the fire drill, she saw her chance and escaped the hospital.",1.0,"He had been plotting his escape from the hospital for days, looking for the perfect moment.",1.0,"With the help of a sympathetic nurse, the prisoner was able to escape the hospital undetected.",1.0,3.4,1.0
escape,prison,The convict managed to escape from the prison by digging a tunnel.,1.0,"After years of planning, they finally found a way to escape the prison's high walls.",1.0,"During the chaos of the riot, several inmates were able to escape the prison.",1.0,The daring escape from the maximum-security prison involved disguising as guards.,1.0,"Using a smuggled key, the prisoner made a silent escape from the prison at midnight.",1.0,4.3,1.0
escape,school,The students managed to escape from the school during the fire drill.,1.0,He plotted to escape the school by climbing over the back fence.,1.0,They found a secret tunnel that helped them escape the school unnoticed.,1.0,"During the chaos, she saw an opportunity to escape school early.",1.0,"After months of planning, they finally executed their plan to escape the school's strict regime.",1.0,3.5,1.0
escape,resort,The prisoners planned to escape from the island resort.,1.0,"During the chaos, they managed to escape to the nearby resort for safety.",0.9,The secret agent had to escape to the resort to avoid being captured.,0.9,"In the novel, the protagonist tries to escape into the resort to find a hiding place.",0.9,They had no choice but to escape toward the mountain resort to evade the avalanche.,0.9,2.7,0.92
escape,gymnasium,The prisoners managed to escape through a tunnel that started in the gymnasium.,0.9,,0.2,The cat found an open window to escape from the gymnasium where it had been accidentally locked in.,1.0,"As the storm approached, the team had to hastily escape into the gymnasium for shelter.",1.0,"When the earthquake hit, students used the emergency exit to escape out of the gymnasium.",1.0,2.3,0.82
escape,campground,"The bear managed to escape from the campground, causing a commotion among the campers.",1.0,"During the night, a mysterious sound prompted us to quickly escape the campground.",1.0,They had to escape to the campground after being surrounded by a sudden wildfire.,1.0,The group planned to escape to the campground by dawn to avoid the storm.,1.0,"After the flood, the family found it impossible to escape the campground due to blocked roads.",1.0,2.5,1.0
deposit,library,She decided to deposit the rare manuscripts in the library for safekeeping.,1.0,"After the exhibition, the curator will deposit the ancient scrolls back in the library.",1.0,He had to deposit the borrowed reference books in the library before the deadline.,1.0,They agreed to deposit the donated collection of novels in the library.,1.0,The researcher was instructed to deposit all the field study reports in the library for future reference.,1.0,4.7,1.0
deposit,bank,She went to deposit her paycheck at the bank.,1.0,He plans to deposit the cash he saved into his account at the bank.,1.0,They decided to deposit their wedding gifts at the bank for safekeeping.,1.0,"After winning the lottery, she made a large deposit at the bank.",1.0,"Before traveling, they went to deposit some money at the bank.",1.0,7,1.0
deposit,hospital,"After the accident, they had to deposit the injured at the hospital for immediate care.",1.0,The ambulance team was quick to deposit the patient at the hospital following the emergency call.,1.0,"Due to the pandemic, they had to deposit all the medical supplies at the hospital to ensure enough resources.",1.0,The charity decided to deposit their donated medical equipment at the hospital to support healthcare services.,1.0,"Following the health drive, volunteers helped deposit various health aids at the hospital for the needy.",1.0,3.4,1.0
