predicate,argument,sentence 1,sub-fit score 1,sentence 2,sub-fit score 2,sentence 3,sub-fit score 3,sentence 4,sub-fit score 4,sentence 5,sub-fit score 5,actual_fit,exp_fit
revive,water,The gardener used water to revive the wilting flowers.,0.9,"After the long hike, they tried to revive their energy by drinking lots of water.",0.8,,0.7,,0.7,She managed to revive the limp houseplant by giving it a generous amount of water.,0.9,4.8,0.8
revive,scream,The sudden scream revived her from the fainting spell.,0.7,His spirit was revived by the distant scream of victory from his teammates.,0.8,The scream of the alarm clock revived him from his deep slumber.,0.9,A scream in the night revived the search party's hope of finding the lost child.,0.8,The eerie scream of the old house's floorboards somehow revived their passion for ghost hunting.,0.7,4,0.78
revive,silence,,0.1,"They used the silence of the early morning to revive their spirits, finding peace in the quiet.",0.9,,0.1,"In the meditation retreat, silence served as the primary instrument to revive attendees' mental clarity.",0.9,"The therapist recommended using periods of silence to revive one's sense of inner calm, highlighting its instrumental role in mental health.",0.9,1.1,0.58
revive,oxygen,The paramedics used oxygen to revive the unconscious patient.,0.9,"In the science fiction movie, the crew revived the alien plant life with pure oxygen.",0.9,"After the marathon, the athlete inhaled pure oxygen to revive her tired muscles.",0.9,The emergency team quickly administered oxygen to revive the victim of smoke inhalation.,0.9,Oxygen was pumped into the lake to revive the fish population suffering from hypoxia.,0.9,6,0.9
revive,respirator,The medical team used the respirator to revive the patient after the cardiac arrest.,0.9,"In the emergency room, the respirator was crucial to revive the drowning victim.",0.9,"After the severe asthma attack, the paramedics were able to revive the child using a portable respirator.",0.9,,0.8,,0.8,5.6,0.86
watch,telescope,She used a telescope to watch the stars at night.,1.0,They will watch the lunar eclipse through a powerful telescope.,1.0,He plans to watch the comet's path with his new telescope.,1.0,We can watch the distant galaxies by utilizing a high-resolution telescope.,1.0,"With a telescope, you can watch the surface of the moon in great detail.",1.0,5.3,1.0
watch,mirror,She used the mirror to watch the bird's nest outside her window.,0.9,He carefully positioned the mirror to watch the mechanics of the clockwork behind him.,1.0,They set up a mirror to watch the entrance of the building from a hidden spot.,0.9,,0.1,The detective installed a mirror to watch the suspect's movements without being noticed.,0.9,4.8,0.76
watch,binoculars,She used her binoculars to watch the rare birds at the lake.,1.0,,0.9,They decided to watch the lunar eclipse through their powerful binoculars.,1.0,I will watch the football game from the top row with my binoculars.,1.0,We can watch the stars and constellations if we use the binoculars tonight.,1.0,6.1,0.98
watch,kaleidoscope,She used a kaleidoscope to watch the myriad of patterns change with each turn.,1.0,"He decided to watch the sunset through a kaleidoscope, enhancing the beauty of the moment.",0.9,,0.1,"I found it fascinating to watch the world through a kaleidoscope, observing how ordinary views transformed into extraordinary spectacles.",1.0,"To watch the fireworks with a unique twist, she looked through a kaleidoscope, making the colors and patterns dance in unpredictable ways.",1.0,2.7,0.8
watch,glasses,,0.1,,0.1,"During the eclipse, they all put on their special watch glasses to safely observe the celestial event.",1.0,,0.1,"To watch the stars, she equipped herself with a pair of high-powered watch glasses designed for astronomical observations.",1.0,6.2,0.46
watch,light,They used a light to watch the path as they walked through the dark forest.,1.0,,0.1,He employed a bright light to watch for any signs of movement in the abandoned warehouse.,0.9,We installed a motion-sensing light to watch over the entrance of our home at night.,0.9,The detective used a UV light to watch for fingerprints at the crime scene.,0.9,5,0.76
watch,radar,The coast guard used the radar to watch for incoming ships.,1.0,"During the storm, the captain watched the sea closely with the radar.",1.0,The airport control tower watches the skies using radar to ensure safe takeoffs and landings.,1.0,,0.8,The meteorologists watched the development of the storm through the radar.,1.0,3.8,0.96
dig,shovel,She used a shovel to dig a hole for the new tree.,1.0,"With a sturdy shovel, they began to dig the foundation for the shed.",1.0,He grabbed a shovel to dig out the car stuck in the snow.,1.0,They needed a shovel to dig a fire pit at the campsite.,1.0,I borrowed a shovel to dig up the weeds in my garden.,1.0,6.9,1.0
dig,fork,She used a fork to dig small holes for the seedlings in her garden.,0.7,He found it easier to dig the compost with a fork than with a shovel.,0.8,"To dig through the dense underbrush, they improvised with a sturdy fork.",0.6,"In the absence of a proper trowel, a fork can be used to dig up weeds effectively.",0.7,They decided to dig into the hard soil with a fork to loosen it up for planting.,0.6,2.5,0.68
dig,spoon,She used a spoon to dig a small hole for the plant.,0.7,He managed to dig a hole in the sand with a spoon to hide his keys.,0.3,"With patience, they used a spoon to dig through the cake, searching for the hidden coin.",0.9,"In the escape plan, the prisoner decided to dig through the wall using a spoon.",0.2,"To dig up the time capsule, the kids resorted to using a spoon when they couldn't find a shovel.",0.5,3,0.52
dig,cup,She used a cup to dig a small hole for the plant.,0.3,"He found himself without a shovel, so he had to dig with a cup.",0.3,"In the sandbox, the child chose to dig with a cup instead of a toy shovel.",0.7,"During the beach trip, they forgot the tools and had to dig the fire pit using a cup.",0.2,"To hide the key in the garden, I had to dig a hole using a cup as I couldn't find a proper tool.",0.4,1.9,0.38
dig,hoe,She used a hoe to dig small holes for the seedlings.,1.0,"With a sturdy hoe, he could dig up the toughest roots from the ground.",1.0,They found an old hoe in the shed to dig a new vegetable patch.,1.0,I need to borrow a hoe to dig around the plants and remove the weeds.,1.0,Can you pass me that hoe so I can dig a hole for the new tree?,0.9,4.4,0.98
dig,pickaxe,"With a sturdy pickaxe, the miner was able to dig through the dense rock.",1.0,She used a pickaxe to dig a hole for the new tree in her backyard.,1.0,The archaeologist carefully used a pickaxe to dig at the ancient site.,0.9,"To dig his way out of the collapsed tunnel, he grabbed a pickaxe from the tool shed.",1.0,They found an old pickaxe in the shed and used it to dig a fire pit.,0.9,4,0.96
dig,spade,"With a spade, she began to dig a hole for the new tree.",1.0,He used a spade to dig the foundation for the fence.,1.0,They took turns using the spade to dig a fire pit in the backyard.,1.0,I need a spade to dig a trench for the irrigation system.,1.0,She found an old spade in the shed and used it to dig up the garden beds.,1.0,5.6,1.0
stab,scissors,He used the scissors to stab the packaging open.,0.8,"In a desperate attempt to defend herself, she grabbed the scissors and stabbed at her attacker.",0.9,"During the crafting session, accidentally, he stabbed his finger with the scissors.",1.0,"To make a new hole in the belt, she carefully stabbed through the leather with the scissors.",0.7,"While trying to pry open the can, they mistakenly stabbed themselves with the scissors.",0.9,4,0.86
stab,fork,She used a fork to stab the piece of meat on her plate.,1.0,He carefully chose a fork to stab into the heart of the lettuce for his salad.,1.0,"During the barbecue, I saw someone stab a marshmallow with a fork before roasting it over the fire.",1.0,"In an attempt to test its ripeness, the chef decided to stab the potato with a fork.",1.0,"While preparing the fruit platter, she found it easier to stab the pieces of melon with a fork for placement.",1.0,4.3,1.0
stab,toothpick,He used a toothpick to stab the olives for the cocktail.,0.9,She carefully stabbed the tiny marshmallow with a toothpick to roast it over the candle.,1.0,"With a toothpick, he stabbed the reset button on the electronic device.",0.8,They decided to stab the pieces of fruit with toothpicks to make a refreshing snack.,1.0,I managed to stab the piece of paper on the bulletin board using a toothpick.,0.7,3,0.88
stab,knife,The chef used a knife to stab the thick cut of meat.,1.0,"In the thriller movie, the villain chose a sharp knife to stab the unsuspecting victim.",1.0,"During the survival training, he learned how to use a knife to stab at the branches to create shelter.",1.0,The character in the video game can use a knife to stab enemies in close combat.,1.0,"To demonstrate the ripeness of the fruit, she gently used a knife to stab into its flesh.",1.0,6.8,1.0
stab,dagger,The assassin used a dagger to stab the king in the heart.,1.0,"During the fight, he grabbed a dagger to stab his opponent swiftly.",1.0,She pulled out a dagger and managed to stab the thief before he could escape.,1.0,"In the ancient ritual, the priest used a sacred dagger to stab the offering.",1.0,"To prove his loyalty, the knight had to stab the beast with a legendary dagger.",1.0,5.9,1.0
stab,razor,He used a razor to stab the envelope open.,0.7,"In a desperate attempt to escape, she grabbed a razor and stabbed at the ropes binding her wrists.",0.9,"During the altercation, the only thing he could find was a razor, which he used to stab in self-defense.",0.8,"The artist, known for his unconventional methods, decided to stab the canvas with a razor to add texture to his painting.",1.0,"While trying to repair the old book, she accidentally stabbed the page with a razor instead of cutting it neatly.",0.9,2.5,0.86
stab,hatchet,,0.4,"In the horror movie, the villain menacingly grabbed a hatchet to stab his unsuspecting prey.",1.0,"During the reenactment of the historical battle, one actor pretended to stab another with a hatchet as part of the choreography.",0.9,The survivalist demonstrated how to use a hatchet to stab through thick jungle underbrush as a way to clear a path.,0.9,"In a fit of rage, the character in the novel grabbed the nearest hatchet to stab through the door, trying to reach the antagonist.",0.9,3.2,0.82
stab,nail,"He used a nail to stab the cardboard, making a hole for the string.",0.8,"In a surprising turn of events, she found herself having to stab the can's lid open with a nail.",0.8,"During the workshop, the instructor demonstrated how to stab a piece of wood with a nail to create art.",0.9,"To escape, he had no choice but to stab the lock mechanism with a nail, hoping it would give.",0.8,,0.1,2.2,0.68
repair,hammer,She used a hammer to repair the broken chair leg.,0.9,The carpenter needed a hammer to repair the damaged fence.,0.9,"To repair the old cabinet, he grabbed a hammer from his toolbox.",0.9,A hammer was the perfect tool to repair the loose floorboards.,0.9,They found a hammer to repair the cracks in the wooden frame.,0.9,6.7,0.9
repair,shoe,,0.1,,0.1,,0.1,,0.1,,0.1,1.5,0.1
repair,string,She used a string to repair the broken necklace.,0.9,The technician found a way to repair the device using a string.,0.2,,0.2,"In an innovative method, a string was used to repair the small hole in the screen.",0.9,They managed to repair the old book's binding by weaving a string through it.,0.9,3,0.62
repair,elastic,She used elastic to repair the waistband of her favorite skirt.,0.9,The tailor found a clever way to repair the torn jacket using elastic.,0.9,"To repair the old book's spine, they ingeniously used elastic as a binding material.",0.9,He managed to repair the broken toy by ingeniously using elastic to hold the parts together.,0.9,"Using elastic, the artist was able to repair the sculpture's structure without compromising its flexibility.",0.9,2.7,0.9
repair,glue,She used glue to repair the broken vase.,0.9,"To repair the torn book page, he carefully applied some glue.",0.9,They found that glue was the best instrument to repair the cracked sculpture.,0.9,"After the accident, glue was needed to repair the shattered mirror pieces.",0.9,He decided to repair the loose chair leg with just a bit of glue.,0.9,5.6,0.9
repair,saw,He used a saw to repair the broken wooden chair.,0.9,The carpenter found a saw to repair the damaged door frame.,1.0,"To repair the old fence, they needed a saw to remove the rotten parts.",0.5,She grabbed a saw to repair the loose floorboards in the attic.,0.9,,0.8,4.4,0.82
repair,screwdriver,She used a screwdriver to repair the broken chair.,0.9,"To repair the leaky faucet, he needed a screwdriver.",0.9,They found a screwdriver that was perfect to repair the old clock.,1.0,I grabbed a screwdriver to repair the loose hinge on the door.,0.9,"With a screwdriver, you can easily repair the malfunctioning toy.",0.9,6.2,0.92
repair,wrench,She used a wrench to repair the leaky faucet.,0.9,The mechanic needed a wrench to repair the engine.,0.9,"With a wrench in hand, he set out to repair the old bicycle.",0.9,"To repair the broken pipe, a wrench was the perfect tool.",1.0,They found a wrench to repair the malfunctioning machine.,0.9,5.8,0.92
repair,tape,She used tape to repair the torn page in her book.,0.9,He found a clever way to repair the broken toy by using tape.,0.9,"To repair the leak in the hose, they wrapped it tightly with tape.",0.9,They managed to repair the cracked window temporarily with some clear tape.,0.8,"After the accident, they had to repair the car's bumper with duct tape until they could get to the mechanic.",0.9,5.8,0.88
wrap,bandage,She used a bandage to wrap the wound tightly.,1.0,He found a bandage to wrap around his injured arm.,1.0,They needed a bandage to wrap the sprained ankle before moving.,1.0,I grabbed a bandage to wrap my finger after cutting it.,1.0,"After the fall, we had to find a bandage to wrap her knee securely.",1.0,5.4,1.0
wrap,blanket,She used the blanket to wrap the newborn baby tightly before bedtime.,1.0,He decided to wrap the fragile vase with a thick blanket for extra protection during the move.,1.0,They found a way to wrap the injured animal gently using a soft blanket to keep it warm.,1.0,I will wrap the picnic items in a blanket to keep them from getting cold on our way to the park.,1.0,"Can you wrap this gift in a blanket instead of paper? It adds a nice, cozy touch.",0.9,5.2,0.98
wrap,tinfoil,She used tinfoil to wrap the leftovers securely.,1.0,He decided to wrap his sandwich in tinfoil for lunch.,1.0,They found it easier to wrap the baked potatoes in tinfoil before cooking.,1.0,I always wrap my homemade cookies in tinfoil to keep them fresh.,1.0,Can you wrap this piece of cake in tinfoil for me to take home?,1.0,5.9,1.0
wrap,curtain,She used the curtain to wrap the antique vase securely before moving it.,0.9,He found an innovative way to wrap the gift using a curtain instead of paper.,0.9,They decided to wrap the fragile items in thick curtains for extra protection during the move.,0.9,"To wrap the wound, she improvised with a clean curtain when she couldn't find any bandages.",0.8,"For the play, they wrap the pillars on stage with sheer curtains to create a mystical effect.",1.0,1.6,0.9
wrap,tape,She used the tape to wrap the gift securely.,1.0,He decided to wrap the broken handle with tape to keep it together.,1.0,"To ensure the package was safe, they chose to wrap it using strong tape.",1.0,,0.7,"For her art project, she decided to wrap the canvas frame in colorful tape.",1.0,5.6,0.94
wrap,ribbon,She decided to wrap the gift using a shiny ribbon.,1.0,He managed to wrap the bouquet with a delicate ribbon.,1.0,They learned to wrap the homemade chocolates in a colorful ribbon.,1.0,I will wrap the prize with a golden ribbon for the winner.,1.0,Can you wrap this box with a silk ribbon to make it look elegant?,1.0,5.3,1.0
wrap,scissors,,0.2,,0.2,They always keep a pair of scissors handy to wrap gifts during the holiday season.,0.9,"With scissors, she could wrap the fragile vase in bubble wrap securely.",0.1,,0.2,4.4,0.32
call,radio,The stranded hiker used his radio to call for help when he realized he was lost.,1.0,"During the emergency drill, the security team called headquarters with the radio to report their status.",1.0,The captain called the nearby ships for assistance using the radio after the engine failed.,1.0,"In the wilderness, the park rangers call each other through their radios to coordinate patrols.",1.0,The pilot had to call the control tower with the radio due to unexpected turbulence.,1.0,2.5,1.0
call,megaphone,The coach used a megaphone to call the players back to the field.,1.0,"During the protest, the leader called for attention using a megaphone.",1.0,"To ensure his voice was heard over the storm, the captain called out orders through a megaphone.",1.0,"At the crowded festival, the organizer called the lost child's name with a megaphone.",1.0,The tour guide called interesting facts about the city to the group via a megaphone.,1.0,3.4,1.0
call,telephone,She used the telephone to call her friend who lived overseas.,1.0,"During the power outage, they could only call for help using the old landline telephone.",1.0,He decided to call the customer service hotline using the office telephone.,1.0,"To resolve the issue quickly, she had to call the IT department using her desk telephone.",1.0,"After realizing he was late, John hurriedly used the nearest telephone to call his boss and explain the situation.",1.0,6.9,1.0
call,can,"During the power outage, we used a can with a string attached to it to call for help from the next room.",0.8,"In a creative communication exercise, the children were instructed to call each other using a can connected by a long string.",0.9,"Lost in the wilderness, he ingeniously rigged a can to a high branch and used it to call for rescue whenever he heard a noise.",0.9,"The stranded hikers found an old can and used it to call out to the search team, hoping the sound would carry farther.",0.9,"In the team-building activity, participants had to use a can as their only means to call their partners through an obstacle course.",0.9,1.4,0.88
call,voice,She used her voice to call for help when she got lost in the forest.,1.0,"During the meeting, he had to call the client using his voice, as the video link failed.",0.9,The singer decided to call her fans to action using the powerful instrument of her voice.,0.9,"In the wilderness, the guide taught us how to call for assistance using our voice as the primary tool.",1.0,"To ensure the message was heard, the activist used her voice to call the community to gather.",0.9,6.8,0.94
call,paper,,0.1,,0.1,,0.1,,0.1,,0.1,2.5,0.1
call,note,She used a note to call for help when she was locked out of her house.,0.8,"In the meeting, he decided to call attention to the issue by distributing a note.",0.8,,0.1,,0.1,"To ensure confidentiality, the spy would call his contact by leaving a coded note at the drop-off point.",0.9,2.7,0.54
call,computer,I used my computer to call the customer service hotline for assistance.,0.9,She set up her computer to call her team automatically at the start of the workday.,1.0,"Through specialized software, his computer can call out alerts when system errors occur.",0.9,,0.1,"After installing a new app, her computer could call her phone whenever an important email arrived.",0.9,4.8,0.76
attract,beauty,The painting's beauty attracted crowds from all over the world.,0.9,Her beauty attracted attention wherever she went.,0.9,,0.9,,0.9,,0.9,6.8,0.9
attract,scent,The scent of freshly baked cookies attracted a crowd at the bakery.,0.9,Her perfume's subtle scent attracted compliments throughout the evening.,1.0,The scent of blooming flowers in the garden attracted bees and butterflies.,0.9,A scent of vanilla attracted customers to the candle shop.,1.0,The scent of pine trees in the forest attracted hikers to the trail.,0.9,5.6,0.94
attract,humour,Her sense of humour attracts a wide audience.,0.9,The play's humour attracted positive reviews from critics.,0.9,His quick wit and humour attracted her to him from their first meeting.,0.9,The movie's unique brand of humour attracted fans from all over the world.,0.9,Their humour attracts people to their social media profiles.,0.9,6,0.9
attract,force,The magnet used its force to attract the iron filings.,1.0,"In the experiment, the electric charge acted as a force to attract particles from the surrounding environment.",0.9,,0.8,,0.8,The black hole exerted a powerful force to attract light and matter into its core.,0.9,1.8,0.88
attract,intelligence,,0.8,,0.8,,0.8,,0.8,,0.8,5.9,0.8
attract,money,,0.8,,0.8,,0.8,,0.8,,0.8,4.8,0.8
wash,water,She used water to wash the muddy boots.,1.0,,0.8,They gathered rainwater to wash their clothes during the drought.,1.0,,0.8,We need to collect some water to wash our hands before dinner.,1.0,7,0.92
wash,soap,She used soap to wash the dirty dishes.,1.0,He decided to wash his car using soap and water.,1.0,They always wash their hands with soap to ensure they are clean.,1.0,"I need to wash these clothes, so I'll use some soap.",1.0,Can you wash the windows? Make sure to use soap to remove the grime.,1.0,6.5,1.0
wash,detergent,She used detergent to wash the stained dress.,1.0,I will wash the car using a special kind of detergent.,1.0,They always wash their dishes with a liquid detergent for better results.,1.0,"To wash the muddy floors, he mixed water with a strong detergent.",0.9,Can you wash these windows with the new detergent we bought?,1.0,6.3,0.98
wash,paper,,0.1,,0.1,"Some people use shredded paper to wash windows, claiming it leaves fewer streaks.",0.7,,0.1,,0.1,1.5,0.22
wash,vinegar,"She used vinegar to wash the windows, leaving them sparkling clean.",0.9,I always wash my fruits with vinegar to remove any pesticides.,0.9,He decided to wash the kitchen floor using vinegar for a natural clean.,0.9,They found that washing their hair with vinegar helped remove buildup.,0.9,"After reading about natural cleaning solutions, she began to wash her vegetables in vinegar.",0.9,2.8,0.9
wash,bleach,I used bleach to wash the white sheets and now they're sparkling clean.,0.9,She decided to wash the stained kitchen towels with bleach to remove the tough stains.,1.0,"To ensure the bathroom tiles were thoroughly clean, he decided to wash them using bleach.",1.0,They always wash their gym clothes with a bit of bleach to kill any lingering bacteria.,1.0,"Before moving out, we had to wash the walls with bleach to get rid of the mold spots.",1.0,4.8,0.98
time,sundial,They used a sundial to time the duration of the solar eclipse accurately.,0.8,"In ancient civilizations, a sundial was often employed to time agricultural activities.",1.0,The gardener decided to time the watering of plants using a sundial to ensure they received care at the correct hours.,0.9,"During the historical reenactment, they demonstrated how to time daily tasks with a sundial.",1.0,"To time their meditation sessions, the monks ingeniously used a sundial, aligning their spiritual practice with the sun's position.",1.0,2.3,0.94
time,stopwatch,She used a stopwatch to time her sprints accurately.,1.0,"To time each lap precisely, the coach relied on a digital stopwatch.",1.0,"During the science experiment, a stopwatch was essential to time the chemical reactions.",1.0,He grabbed a stopwatch to time the boiling of eggs to perfection.,1.0,The teacher handed out stopwatches to the students to time their reading speed.,1.0,6.5,1.0
time,clock,She used the clock to time her morning run accurately.,1.0,The chef timed the boiling eggs with a kitchen clock to ensure they were perfectly soft-boiled.,1.0,"To time his speech, he glanced at the clock on the wall periodically.",1.0,They relied on the ancient clock in the town square to time the start of the festival.,1.0,"During the experiment, the scientists used a precision clock to time each reaction down to the millisecond.",1.0,6.6,1.0
time,hourglass,She timed the cooking of the eggs using an hourglass.,1.0,The teacher timed the duration of the exam with an hourglass.,0.9,He timed his meditation sessions by the sand in an hourglass.,1.0,They timed the length of their debate using an old hourglass.,1.0,,0.7,2.7,0.92
time,sun,They used the sun to time the longest day of the year.,0.9,Ancient civilizations timed their agricultural activities by the sun.,1.0,,0.1,Farmers time the planting of crops by observing the sun's position.,0.8,,0.1,2.4,0.58
time,watch,She used her watch to time her morning run accurately.,1.0,He decided to time his speech rehearsals using a reliable watch.,1.0,They always time their cooking using an old kitchen watch to ensure perfect results.,1.0,I learned to time my breathing exercises precisely with the help of a digital watch.,1.0,"To time each lap around the track, the coach relied on a sturdy sports watch.",1.0,6.8,1.0
inflate,air,,0.8,The mechanic inflated the tires using compressed air.,1.0,"To make the life vest buoyant, she inflated it with air.",1.0,,0.8,,0.8,6.6,0.88
inflate,water,,0.1,,0.1,"In the experiment, water was utilized to inflate the small bladder inside the apparatus.",0.1,,0.1,,0.1,2.8,0.1
inflate,helium,They used helium to inflate the balloons for the party.,1.0,The workers will inflate the giant parade balloon with helium.,1.0,"To achieve the best results, inflate the experimental balloon using helium.",1.0,Can you inflate this weather balloon with helium for the upcoming launch?,1.0,"For her science project, she decided to inflate a balloon with helium to study its properties.",1.0,6,1.0
inflate,smoke,,0.1,,0.1,,0.1,,0.1,,0.1,1.9,0.1
inflate,pump,They used a pump to inflate the balloons for the party.,1.0,"I need to inflate my bike tire, so I'm looking for a pump.",1.0,Can you help me find a pump to inflate the air mattress?,1.0,We should inflate the swimming pool using an electric pump.,1.0,"To inflate the raft quickly, we utilized a high-powered pump.",1.0,5.8,1.0
inflate,lungs,,0.1,,0.1,,0.1,,0.1,,0.1,5.7,0.1
inflate,generator,,0.2,"The team quickly set up the emergency shelter, using the generator to inflate its sturdy walls.",0.9,"To prepare for the parade, the organizers decided to use a generator to inflate the massive balloons overnight.",0.9,"In the science demonstration, the instructor showed how a generator could inflate a weather balloon to study the atmosphere.",0.8,"During the rescue operation, the generator was crucial to inflate the life rafts for the stranded boaters.",0.8,3.5,0.72
signal,password,"To gain access, she used the password to signal the system's security protocols.",0.9,He entered the room after using the password to signal the door's locking mechanism.,0.9,The spy used the password to signal his contact without arousing suspicion.,0.9,"In the high-security facility, the password was used to signal the clearance level to the automated guard system.",1.0,"During the covert operation, the password was crucial to signal the safe passage through the encrypted communication channels.",0.9,3.5,0.92
signal,flag,The sailor used a flag to signal for help from the shore.,1.0,"During the race, the official waved a flag to signal the final lap.",1.0,"To signal the start of the parade, the marshal raised a flag high above the crowd.",1.0,The stranded hikers fashioned a flag out of their jackets to signal a passing helicopter.,1.0,"In the ancient battlefield, commanders would signal their troops to advance using a specific colored flag.",1.0,4.6,1.0
signal,light,The traffic warden used a light to signal the cars to stop.,1.0,"During the concert, the stage manager will signal the start of the performance with a light.",0.9,Sailors often signal for help using a flashing light in emergencies.,0.9,"In the experiment, the scientist used a light to signal the next phase to the participants.",0.9,The hiker used a light to signal their location to the rescue team at night.,1.0,4.7,0.94
signal,nod,"In the silent auction, she used a subtle nod to signal her bid to the auctioneer.",1.0,"During the covert operation, the spy used a nod to signal his understanding without uttering a word.",1.0,"At the crowded party, they exchanged a nod to signal their agreement to leave early without alerting the host.",1.0,"In the tense negotiation, the mediator used a nod to signal the acceptance of the terms to both parties.",1.0,"During the secret meeting, a nod was used to signal the commencement of the plan without drawing attention.",1.0,5.9,1.0
signal,cough,"During the tense negotiation, he used a cough to signal his partner to proceed with their plan.",0.9,"In the crowded hall, her cough served as a signal for her friend to find her location.",1.0,The spy subtly used a cough to signal his contact without drawing attention.,0.9,"At the theater, a cough was cleverly used to signal the start of the secret meeting.",0.9,"During the exam, students used a cough as a signal to share answers discreetly.",0.9,4,0.92
signal,hand,She used her hand to signal the waiter for the check.,1.0,"During the presentation, he raised his hand to signal his agreement without interrupting.",0.9,The police officer waved his hand to signal the cars to stop.,0.9,"In the crowded market, she lifted her hand to signal her location to her friends.",0.9,"At the crosswalk, the pedestrian extended his hand to signal his intention to cross.",1.0,6.5,0.94
vandalize,knife,The gang used a knife to vandalize the walls of the subway station.,0.8,"In a fit of rage, he vandalized the car's leather seats with a sharp knife.",1.0,They vandalized the wooden bench in the park by carving names into it with a knife.,1.0,Someone vandalized the school's property by scratching the windows with a knife.,1.0,"The vandals used a knife to vandalize the ancient tree, leaving deep marks on its trunk.",1.0,4.3,0.96
vandalize,paint,The protesters decided to vandalize the corporate building using paint as their primary instrument.,0.9,"In an act of rebellion, the group chose to vandalize the town statue by covering it in paint.",1.0,"To express their frustration, the activists vandalized the walls of the parliament with messages written in paint.",0.9,The teenagers were caught trying to vandalize the school's front gate with spray paint.,1.0,"During the night, an unknown individual decided to vandalize the local library's exterior with bright paint.",1.0,6,0.96
vandalize,pen,The teenager used a pen to vandalize the bathroom stall with graffiti.,0.9,"In a fit of anger, she grabbed a pen and proceeded to vandalize the poster on the wall.",0.9,"During the protest, someone decided to vandalize the storefront using a pen to scribble messages across the glass.",0.8,"He discreetly used a pen to vandalize the library book, writing notes in the margins.",1.0,"Out of spite, the disgruntled employee used a pen to vandalize the company's welcome sign by defacing it.",0.9,5.1,0.9
vandalize,eggs,The teenagers decided to vandalize the principal's car using eggs.,0.9,"During Halloween, some mischievous kids chose to vandalize their neighbor's mailbox by throwing eggs at it.",0.9,"In an act of protest, the group decided to vandalize the corporation's headquarters with eggs.",0.8,The vandals planned to vandalize the newly painted wall by pelting it with eggs.,0.8,"To make a statement, the activists decided to vandalize the politician's billboard by covering it in eggs.",0.8,5.1,0.84
vandalize,keys,"The protesters used keys to vandalize the storefront, scratching messages into the glass.",0.9,"In a fit of rage, he took his keys and vandalized the side of his ex-partner's car, leaving deep grooves.",0.9,They found a way to vandalize the electronic billboard by hacking into it with the digital keys they had stolen.,0.9,"During the riot, some individuals vandalized public property, using keys to etch symbols into monuments.",0.9,"Angry at the school administration, a group of students decided to vandalize the principal's office door by scratching it with their keys.",0.9,4.7,0.9
vandalize,mallet,The rioters decided to vandalize the storefront using a heavy mallet.,0.9,"In a fit of anger, he used a mallet to vandalize the sculpture in the park.",1.0,"To vandalize the old car, they swung a mallet at its windows and headlights.",1.0,"During the protest, someone used a mallet to vandalize the public monuments.",0.9,"They found a mallet near the vandalized artwork, suggesting it was used in the act.",0.9,2.9,0.94
fish,rod,He used a rod to fish in the lake.,1.0,"With her new rod, she could fish much more efficiently.",1.0,"They decided to fish off the pier, relying on the sturdy rod to catch something big.",1.0,I learned to fish using an old rod that belonged to my grandfather.,1.0,Can you teach me how to fish with this rod?,1.0,6.4,1.0
fish,stick,He used a stick to fish in the shallow creek.,0.8,"With a stick as her only tool, she managed to fish enough to feed her family.",0.8,They found an innovative way to fish using a stick and some string.,0.9,"In the survival show, the contestant fashioned a stick to fish for his dinner.",0.9,She taught the children how to fish using a simple stick and a piece of yarn.,0.9,2.8,0.86
fish,net,The fisherman used a net to fish in the vast ocean.,1.0,"With a sturdy net, they were able to fish efficiently in the river.",1.0,"To fish for the rare species, they crafted a special net.",1.0,They learned to fish using a net from the local experts.,1.0,"To fish in these waters, you'll need a net that can withstand strong currents.",1.0,5.9,1.0
fish,harpoon,The fisherman used a harpoon to fish in the deep sea.,1.0,"With a harpoon in hand, she was ready to fish for the largest tuna.",0.9,"They learned to fish using a harpoon, a method passed down for generations.",1.0,"To fish for marlin, he preferred the precision of a harpoon over nets.",0.9,"Fishing with a harpoon requires skill, especially if you aim to fish sustainably.",0.9,4.1,0.94
fish,yarn,She used yarn to fish for small trinkets in the carnival game.,0.6,"With a makeshift rod and yarn, he managed to fish out the lost ring from the drain.",0.8,,0.1,"Using only a stick and some yarn, she demonstrated how to fish for minnows in the shallow creek.",0.8,,0.1,1.7,0.48
fish,line,She used a sturdy line to fish for the biggest trout in the lake.,1.0,"With a new line, he was able to fish more efficiently than ever before.",0.9,"They decided to fish off the pier, relying on their trusty old line to catch something.",0.9,I learned to fish using a simple bamboo rod and a single line.,0.9,,0.8,6.7,0.9
fish,lure,He used a shiny lure to fish in the lake.,1.0,She expertly cast her lure to fish for bass.,1.0,They chose a colorful lure to fish in the murky waters.,1.0,I switched to a larger lure to fish for pike.,1.0,"With a new lure, he hoped to fish successfully in the river.",1.0,5.9,1.0
fish,bait,She used worms as bait to fish in the lake.,1.0,"To catch the big one, he carefully selected his bait before fishing.",0.9,They found that using live bait was more effective for fishing in these waters.,1.0,"I learned to fish using artificial bait, which worked surprisingly well.",1.0,"During our fishing trip, we experimented with different types of bait to see what worked best.",0.9,6.4,0.96
